"target","kinds","source_offsets"
"0x020864F8","instruction","0x83718"
"0x02086AD4","instruction","0x8382A|0x8592A|0x86B26"
"0x02086C20","instruction","0x814D4"
"0x02086C70","instruction","0x814D8"
"0x02086CB6","instruction","0x814DC"
"0x02086CEE","instruction","0x814E0"
"0x02086D26","instruction","0x814E4"
"0x02086D48","instruction","0x814CC"
"0x02086D98","instruction","0x814D0"
"0x02086EC2","instruction","0x81390"
"0x02086EE0","instruction","0x81394"
"0x02086EE2","instruction","0x81398"
"0x02086F70","instruction","0x813A0"
"0x02086F78","instruction","0x81360|0x81378"
"0x02087042","instruction","0x8370A"
"0x02087230","instruction","0x81364|0x8137C"
"0x02087294","instruction","0x81368|0x81380"
"0x02087298","instruction","0x8136C|0x81370|0x81384|0x81388"
"0x02087314","instruction","0x81414"
"0x02087318","instruction","0x81418"
"0x0208731C","instruction","0x8141C"
"0x0208795A","instruction","0x87946|0x87A4E"
"0x02087A60","instruction","0x87AA8"
"0x02087BEA","instruction","0x813E4"
"0x02087D40","instruction","0x813F0"
"0x02087D58","instruction","0x813F4"
"0x02087D70","instruction","0x813C8"
"0x02087DAC","instruction","0x813D4"
"0x02087DC4","instruction","0x813D8"
"0x02087DDC","instruction","0x814F4"
"0x02087F0E","instruction","0x814FC"
"0x0208800E","instruction","0x81504"
"0x02088084","instruction","0x8150C"
"0x0208809C","instruction","0x81514"
"0x020880A0","instruction","0x8151C"
"0x020880A4","instruction","0x81534"
"0x02088126","instruction","0x81544"
"0x020881DC","instruction","0x8154C"
"0x0208821C","instruction","0x81554"
"0x0208822A","instruction","0x81420"
"0x0208822E","instruction","0x81424"
"0x02088232","instruction","0x81428"
"0x02088236","instruction","0x8142C"
"0x0208823A","instruction","0x81430"
"0x0208823E","instruction","0x81434"
"0x02088242","instruction","0x81438"
"0x02088246","instruction","0x8143C"
"0x0208824A","instruction","0x81440"
"0x0208824E","instruction","0x81444"
"0x02088252","instruction","0x81448"
"0x02088256","instruction","0x8144C"
"0x0208825A","instruction","0x837AE"
"0x0208825C","instruction","0x81450"
"0x02088260","instruction","0x81454"
"0x020884C8","instruction","0x8E152"
"0x020884F4","instruction","0x837BC"
"0x02088546","instruction","0x81458"
"0x02088B62","instruction","0x837DC"
"0x02088C8A","instruction","0x88BE0"
"0x02088CCC","instruction","0x88F68"
"0x02088D52","instruction","0x88730"
"0x02088DBA","instruction","0x88702"
"0x02088E60","instruction","0x88D30"
"0x02088EA0","instruction","0x884D6"
"0x02088EF6","instruction","0x8817C"
"0x02089236","instruction","0x8145C"
"0x0208924C","instruction","0x81460"
"0x02089262","instruction","0x81464"
"0x02089450","instruction","0x89BCE"
"0x020896EA","instruction","0x83746"
"0x02089F3E","instruction","0x836D6"
"0x0208A822","instruction","0x83894"
