"target","kinds","source_offsets"
"0x0205B960","instruction","0xA10|0xCB2|0x1074|0x1166|0x12D8|0x1988|0x1B94|0x1CD6|0x206A|0x2296|0x2382|0x23AE|0x2500|0x29A8|0x2D28|0x6274|0x86B0|0x9D02|0x12A3A|0x1531E|0x212B8|0x2178C|0x21AB0|0x22944|0x22AA4|0x22EC2|0x23518|0x23718|0x2385E|0x23AD4|0x2420E|0x24D4C|0x25110|0x25276|0x259E4|0x25B58|0x25C0A|0x25D24|0x25E38|0x25F16|0x26404|0x26564|0x267B4|0x26B4E|0x27030|0x27328|0x27516|0x27784|0x27B3E|0x27F2A|0x28566|0x2861C|0x286C2|0x28748|0x2A57C|0x2B29A|0x2DF0E|0x2FCAE|0x2FD2C|0x2FE08|0x3C77C|0x4437C|0x445BC|0x45608"
"0x0205B962","image","0x2E230|0x2E3AE"
"0x0205B966","instruction","0x73EFE|0x73FF6|0x74008|0x7402C|0x74068|0x74080|0x740CA|0x74120|0x7416A|0x7418E|0x741AE|0x7423E|0x74298|0x742BE|0x7432A|0x7438A|0x743F6|0x74416|0x7449E|0x744DA|0x74526|0x74618|0x74634|0x74698|0x7478A|0x747A0|0x747C2|0x7481A|0x7486A|0x74886|0x748A8|0x74900|0x7493C|0x74968|0x7498E|0x749AE|0x749CA|0x749FA|0x74A28|0x74A42|0x74A86|0x74AAC|0x74AF8|0x74B0E|0x74B56|0x74C08|0x74C8A|0x74D84|0x74E06|0x74E28|0x74E4C|0x74E9A|0x74ECC|0x74F3E|0x74F82|0x74FDA|0x750C4|0x750D6|0x751F0|0x7523A|0x752CA|0x75314|0x75342|0x755CE"
"0x0205B968","image","0x6F50C|0x6F92C|0x716E8|0x71744|0x71D64|0x72A9A|0x732DA|0x73956"
"0x0205B96A","instruction","0x716C4|0x81498|0x814BC"
"0x0205B96C","instruction","0x1A21A|0x215C2|0x292CA"
"0x0205B96F","image","0x310DC|0x9074C"
"0x0205B972","instruction","0x2AFE"
"0x0205B97B","image","0x783A0"
"0x0205B97E","instruction","0x753F4|0x7546C"
"0x0205B984","instruction","0x6F25C|0x73734"
"0x0205B987","image","0x711EE|0x712EA|0x7137A|0x7165A|0x729F8|0x73376|0x73926|0x73A06|0x73BF0|0x75790|0x758DE|0x75940|0x76110|0x76AFC|0x781E2|0x7829A|0x7864C"
"0x0205B98A","instruction","0x71FAE|0x76B24"
"0x0205B98D","image","0x81478|0x81488|0x8148C|0x814C8"
"0x0205B990","instruction","0x4F624"
"0x0205B998","instruction","0x2CC4E"
"0x0205B99C","instruction","0x305D6|0x3095E"
"0x0205B9B8","instruction","0x6932|0x38B74|0x39DB6|0x5C2F4"
"0x0205B9BC","instruction","0x3BF1C|0x3BF6A|0x3BF92|0x3BFAE|0x90730|0x9076C"
"0x0205B9C8","instruction","0x75BAC|0x75ECE"
"0x0205B9D0","instruction","0x72816"
"0x0205B9E8","instruction","0x78D0C"
"0x0205B9F4","instruction","0x29EF8|0x7A108|0x7FDEE"
"0x0205BA00","instruction","0x754E8|0x75632"
"0x0205BA0C","instruction","0x32F6|0x3EC08"
"0x0205BA10","instruction","0x6B6C4|0x6E1B6"
"0x0205BA18","instruction","0x386CE|0x40278"
"0x0205BA20","instruction","0x41244"
"0x0205BA28","instruction","0x40874"
"0x0205BA30","instruction","0x40B16|0x40BFE|0x40C2A|0x40C7E|0x40C98|0x40CB8|0x40CF6|0x40D0A|0x40D52|0x40E26|0x40FBA"
"0x0205BA64","instruction","0x42AFA|0x42D08|0x46E10|0x9079C|0x907D4"
"0x0205BA68","instruction","0x4A3EA|0x4A6BA|0x9075C"
"0x0205BA6C","instruction","0x4191C|0x41DA0|0x41EE0|0x4A99A|0x4AE02|0x4B680|0x4B750|0x4BA5C|0x4BCC0|0x4BD6A"
"0x0205BA78","instruction","0x47A06"
"0x0205BA7C","instruction","0x42E0"
"0x0205BA86","instruction","0x2CA7E"
"0x0205BA9F","string","0x729CE|0x73570"
"0x0205BAE5","string","0x484D2|0x49114|0x49432|0x4968E"
"0x0205BAEF","string","0x90A"
"0x0205BAF5","image","0x5D3A"
"0x0205BAFB","string","0x2C89A"
"0x0205BB01","string","0x1F76C|0x206D6|0x2D082|0x2D312|0x2D48A|0x2D88E"
"0x0205BB0D","string","0x395F0"
"0x0205BB13","string","0x73A8E"
"0x0205BB19","string","0x7553E|0x75FB0|0x76D14"
"0x0205BB1F","string","0x73696"
"0x0205BB25","string","0x76AA2"
"0x0205BB38","instruction","0x6F40A"
"0x0205BB3E","image","0x44AA|0x82EEE"
"0x0205BB44","instruction","0x4075A"
"0x0205BB4A","instruction","0x90724"
"0x0205BB56","instruction","0x8F600|0x8F6C0"
"0x0205BB5C","instruction","0x471EA|0x47838"
"0x0205BB62","instruction","0x47B78|0x481DA"
"0x0205BB6E","instruction","0x3AB60|0x47F58"
"0x0205BB74","instruction","0x96E0|0x988C"
"0x0205BB7B","string","0x20E2C"
"0x0205BB89","string","0x21416"
"0x0205BBA5","string","0x9051C"
"0x0205BBC1","string","0x7609A"
"0x0205BBDD","string","0x578B4|0x9024E|0x9039E"
"0x0205BBF4","instruction","0x2D946"
"0x0205BC14","instruction","0x2EF0A"
"0x0205BC24","string","0x301AA"
"0x0205BC2C","instruction","0x7910|0x7B92|0x8AA8|0x8C1A|0x9C6E|0x3B46C|0x3B5CC|0x3BFFE|0x94392|0x944FA|0x94508|0x946EC"
"0x0205BC44","instruction","0x76AC8"
"0x0205BC74","image","0x777C"
"0x0205BC86","image","0x92E8"
"0x0205BCBC","instruction","0x57894"
"0x0205BCCE","instruction","0x34A0|0x4DAC|0x398AA|0x39BE4|0x3AD34|0x57874"
"0x0205BCFE","instruction","0x2DA06"
"0x0205BD08","instruction","0x2DAB4"
"0x0205BD12","instruction","0x39B5C|0x578A4"
"0x0205BD3A","instruction","0x4332A"
"0x0205BD4E","instruction","0x9DC|0x7F38|0x83EA|0x30110"
"0x0205BDAC","instruction","0x216CE"
"0x0205BDB8","instruction","0x27D4A"
"0x0205BDC4","instruction","0x2669E"
"0x0205BDD0","instruction","0x283F6"
"0x0205BE00","instruction","0x32FDA"
"0x0205BE18","instruction","0x5C80"
"0x0205BE56","instruction","0x289D4"
"0x0205BE94","instruction","0x30452|0x308E2|0x30D5C"
"0x0205BEAE","instruction","0x2EA70|0x578C4|0x90714"
"0x0205BEBB","string","0x68862"
"0x0205BEC9","string","0x30774"
"0x0205BED7","string","0x404B4|0x41D36|0x578D4"
"0x0205BF42","instruction","0x4F62C"
"0x0205BF54","image","0x2602E"
"0x0205BF84","instruction","0x29636"
"0x0205C016","instruction","0x28422"
"0x0205C024","instruction","0x288DC"
"0x0205C057","image","0x9A34"
"0x0205C0B8","instruction","0x218C0|0x22758|0x23FE6|0x249D6"
"0x0205C0E0","instruction","0x3A5E4|0x3A872|0x3AA52"
"0x0205C0F4","instruction","0x3DE50"
"0x0205C200","image","0x1A2FA|0x1A4FA|0x1AA1A"
"0x0205C21C","image","0x1BBF2"
"0x0205C254","instruction","0xA0EE|0xDCC0|0xF7FE"
"0x0205C2E0","instruction","0x29410"
"0x0205C3CE","image","0x287E8"
"0x0205C3F0","instruction","0x44B96"
"0x0205C4BC","instruction","0x4A200"
"0x0205C82C","instruction","0x28BB0"
"0x0205C864","instruction","0x28C26"
"0x0205CC94","instruction","0x33BD0"
"0x0205D392","instruction","0x31B64"
"0x0205E042","instruction","0x42D68"
"0x0205E044","instruction","0x83900"
"0x0205E850","instruction","0x8EC2C|0x963A0"
"0x0205E851","image","0x8E70E|0x8E720"
"0x0205EE50","image","0x691A8"
"0x0205F042","instruction","0x8D2C6"
"0x0205F7A0","instruction","0x21C7A|0x21D84|0x21EAC|0x224A6|0x22538|0x22C4E|0x23176|0x23D38|0x2665C|0x26962|0x26CD0|0x26F3C|0x2718E|0x2762E|0x278E4|0x27A4E|0x27C86|0x2DFFA|0x43D4A|0x443FE|0x44722|0x449F2|0x4584A|0x45BDA|0x4658E|0x96E7C"
"0x0205F800","instruction","0x447A"
"0x0205F801","image","0x1B80C"
"0x0205F804","instruction","0x35F66"
"0x0205F807","image","0x3697A"
"0x0205F810","instruction","0x3773A|0x377CC"
"0x0205F880","instruction","0x1090C|0x1C226|0x41456|0x414F0"
"0x0205F881","string","0x3A73C"
"0x0205F882","instruction","0x31DAE"
"0x0205F884","image","0x3C7B8"
"0x0205F886","instruction","0x3A988"
"0x0205FD80","image","0x5D9C|0x427C0"
"0x0205FFE0","instruction","0x9D51A"
"0x02060270","instruction","0x73F64"
"0x020607A8","image","0x28B3E"
"0x02061800","instruction","0x3F61C"
"0x020623A8","instruction","0x9073C"
"0x020623AC","instruction","0x1092A"
"0x020623B4","instruction","0x1272C|0x127F6"
"0x020623B8","instruction","0x1DBDC"
"0x020623BD","string","0x9CEF4"
"0x020623C2","instruction","0x9CEF8"
"0x020623C6","instruction","0x9CEFC"
"0x020623CA","instruction","0x9CEF0|0x9CF00"
"0x020623CE","instruction","0x9CF04"
"0x020623D3","string","0x9CF08"
"0x020623D8","instruction","0x5C4A4"
"0x020623DF","string","0x5C4DC"
"0x020623E5","string","0x5C514"
"0x020623EA","instruction","0x9CF44"
"0x020623F1","string","0x5C54C"
"0x020623F6","instruction","0x9CF5C"
"0x020623FD","string","0x5C584"
"0x02062402","instruction","0x9CF0C|0x9CF20|0x9CF38|0x9CF50|0x9CF68"
"0x02062407","string","0x9CF2C|0x9CF74"
"0x0206240A","image","0x5BBC0"
"0x0206240C","instruction","0x5C5BC"
