"target","kinds","source_offsets"
"0x02020F40","instruction","0x5C018"
"0x02021346","instruction","0x5C460"
"0x0202152A","instruction","0x5C028"
"0x020216DC","instruction","0x5C488"
"0x02021754","instruction","0x5C48C"
"0x0202177A","instruction","0x5C498"
"0x020217DE","instruction","0x5C49C"
"0x020217E6","instruction","0x5C020"
"0x020219DC","instruction","0x5BF84"
"0x02021B08","instruction","0x2199E"
"0x02021B46","instruction","0x219AE"
"0x02021C7C","instruction","0x5C4C0"
"0x02021CA8","instruction","0x5C4D0"
"0x02022184","instruction","0x5C4D4"
"0x02022874","instruction","0x5BF8C"
"0x020229A8","instruction","0x22870"
"0x020229D6","instruction","0x22880"
"0x02022AE6","instruction","0x5C4F8"
"0x02022B14","instruction","0x5C508"
"0x02022D8E","instruction","0x5C50C"
"0x02023634","instruction","0x5BF90"
"0x02023780","instruction","0x23648"
"0x020237AE","instruction","0x23658"
"0x020238A6","instruction","0x5C530"
"0x020238D4","instruction","0x5C540"
"0x020239A0","instruction","0x5C544"
"0x02024102","instruction","0x5BF88"
"0x02024242","instruction","0x6283E"
"0x02024274","instruction","0x2413C"
"0x020242A2","instruction","0x2414C"
"0x020243AC","instruction","0x5C568"
"0x020243DA","instruction","0x5C578"
"0x02024480","instruction","0x5C57C"
"0x02024AF2","instruction","0x5BF94"
"0x02024DB0","instruction","0x24C78"
"0x02024DDE","instruction","0x24C88"
"0x02024EEE","instruction","0x5C5A0"
"0x02024F1C","instruction","0x5C5B0"
"0x02024FD6","instruction","0x5C5B4"
"0x02025B00","instruction","0x5BE58"
"0x02025C02","instruction","0x5C5E8"
"0x02026000","image","0x161F6"
"0x0202607E","instruction","0x5C5EC"
"0x02026148","instruction","0x5BE5C"
"0x0202625E","instruction","0x5C620"
"0x02026338","instruction","0x5C624"
"0x020267B6","instruction","0x5C01C"
"0x020267E6","instruction","0x5C130"
"0x02026840","instruction","0x26710"
"0x02026892","instruction","0x2671A"
"0x02026988","instruction","0x4F9CC"
"0x020269B4","instruction","0x4F9DC"
"0x02026A34","instruction","0x4F9E0"
"0x02026B7E","instruction","0x5C118"
"0x02026BFC","instruction","0x26AC6"
"0x02026C2A","instruction","0x26AD4"
"0x02026CE6","instruction","0x4FA24"
"0x02026D14","instruction","0x4FA34"
"0x02026D90","instruction","0x4FA38"
"0x0202706C","instruction","0x5C124"
"0x020270DE","instruction","0x26FA8"
"0x0202710C","instruction","0x26FB6"
"0x020271C8","instruction","0x4FA70"
"0x020271F6","instruction","0x4FA80"
"0x02027268","instruction","0x4FA84"
"0x02027384","instruction","0x5C11C"
"0x020273D6","instruction","0x272A0"
"0x02027404","instruction","0x272AE"
"0x020274C0","instruction","0x4FAC0"
"0x020274EE","instruction","0x4FAD0"
"0x02027574","instruction","0x4FAD4"
"0x02027580","instruction","0x5C120"
"0x020275C4","instruction","0x27494"
"0x020275F2","instruction","0x2749E"
"0x020276AE","instruction","0x4FB10"
"0x020276DC","instruction","0x4FB20"
"0x0202773E","instruction","0x4FB24"
"0x020277BA","instruction","0x5C12C"
"0x02027832","instruction","0x276FC"
"0x02027860","instruction","0x2770A"
"0x0202791C","instruction","0x4FB5C"
"0x0202794A","instruction","0x4FB6C"
"0x020279A8","instruction","0x4FB70"
"0x02027B80","instruction","0x5C128"
"0x02027BEC","instruction","0x27AB6"
"0x02027C1A","instruction","0x27AC4"
"0x02027CD6","instruction","0x4FBA8"
"0x02027D04","instruction","0x4FBB8"
"0x02027D52","instruction","0x4FBBC"
"0x02027E62","instruction","0x5C014"
"0x02027E92","instruction","0x5BE54"
"0x02027EBE","instruction","0x4FBFC"
"0x02027EE2","instruction","0x4FC00"
"0x02027EEC","instruction","0x5BE60"
"0x02027FE2","instruction","0x4FC3C"
"0x02028012","instruction","0x4FC40"
"0x0202850E","instruction","0x5C024"
"0x0202853E","instruction","0x5C040"
"0x02028600","instruction","0x5C658"
"0x02028902","instruction","0x5C030"
"0x02028994","instruction","0x5C690"
"0x020289F6","instruction","0x5C02C"
"0x02028A8C","instruction","0x5C6C8"
"0x02028AEE","instruction","0x5C03C"
"0x02028BD4","instruction","0x5C700"
"0x02028C4C","instruction","0x5C038"
"0x02028CDE","instruction","0x5C738"
"0x02028D40","instruction","0x5C034"
"0x02028E08","instruction","0x5C770"
"0x0202A58A","instruction","0x67F2"
"0x0202C022","instruction","0x9D084"
"0x0202C11A","instruction","0x9D088"
"0x0202C3EA","instruction","0x5BE74"
"0x0202C476","instruction","0x5BE78"
"0x0202C7AA","instruction","0x5BE7C"
"0x0202C9A0","instruction","0x57800"
"0x0202CB8E","instruction","0x57804"
"0x0202CC8C","instruction","0x57808"
"0x0202CFC6","instruction","0x5780C"
"0x0202D2F6","instruction","0x57810"
"0x0202D508","instruction","0x57814"
"0x0202D578","instruction","0x57818"
"0x0202D90A","instruction","0x5781C"
"0x0202D958","instruction","0x2D7C2"
"0x0202D99E","instruction","0x2D7BA"
"0x0202DA3C","instruction","0x2D7CC"
"0x0202DB04","instruction","0x2D7D8"
"0x0202DBC4","instruction","0x57820"
"0x0202E012","instruction","0x57824"
"0x0202E041","image","0x43F4C"
"0x0202E043","image","0x224B4"
"0x0202E044","instruction","0x2666E"
"0x0202E045","image","0x23D46"
"0x0202E046","image","0x44A00"
"0x0202E047","image","0x21C92|0x21CF8|0x21D92|0x23184"
"0x0202E312","instruction","0x57828"
"0x0202E53F","image","0x1E58|0x2012|0x21BE|0x2238|0x22A7E|0x23008|0x23D80|0x24356|0x24B40|0x24BC6|0x25250|0x27FD2|0x280E2|0x281C6|0x2835E|0x44796|0x45660|0x45860"
"0x0202E740","instruction","0x5782C"
"0x0202E790","instruction","0x2DFD4"
"0x0202E7CE","instruction","0x2A734"
"0x0202E852","image","0x38F96"
"0x0202E864","instruction","0x8C34"
"0x0202ECD8","instruction","0x224D4|0x2F670"
"0x0202ED4E","instruction","0x3876C"
"0x0202EDC6","instruction","0x5C1E0"
"0x0202EF7A","instruction","0x5C1E8"
"0x0202EF7E","instruction","0x82032"
"0x0202EF88","instruction","0x82042"
"0x0202F040","image","0x46C64"
"0x0202F194","image","0x7DC0E"
"0x0202F53F","image","0x227BA|0x23586|0x24058|0x24A40"
"0x0202F800","instruction","0x1E51C|0x1E53E|0x202B8"
"0x0202F801","image","0x6CB92"
"0x0202F804","instruction","0xC30"
"0x0202F880","instruction","0x3301E|0x426AE|0x8A446"
"0x0202F881","image","0x7BB32"
"0x0202F882","instruction","0x1E762|0x29A52|0x2BF8C|0x2C302|0x2DF3A"
"0x0202FEE2","instruction","0x72D6"
"0x02030000","instruction","0x9ECD6|0x9EF9A"
"0x02030003","image","0x412AA"
