"target","kinds","source_offsets"
"0x02046032","instruction","0x21216"
"0x02046A50","instruction","0x211A6"
"0x02046C92","instruction","0x443E"
"0x02046E6A","instruction","0x907D8"
"0x02046FD8","instruction","0x907DC"
"0x0204707E","instruction","0x907E8"
"0x020471D6","instruction","0x907EC"
"0x02047204","instruction","0x907F0"
"0x0204724E","instruction","0x46DAE"
"0x020472A6","instruction","0x407A4"
"0x020472CE","instruction","0x5B708"
"0x02047304","instruction","0x5B714"
"0x02047436","instruction","0x5B718"
"0x020476A2","instruction","0x5B71C"
"0x0204777E","instruction","0x5B720"
"0x0204780C","instruction","0x5B72C"
"0x0204785C","instruction","0x5B730"
"0x02047938","instruction","0x4755C"
"0x02047A12","instruction","0x471CA"
"0x02047C2C","instruction","0x5B734"
"0x02047C90","instruction","0x5B740"
"0x02047CC2","instruction","0x5B744"
"0x02048010","instruction","0x5B748"
"0x02048112","instruction","0x5B74C"
"0x020481B6","instruction","0x5B758"
"0x020482C8","instruction","0x5B75C"
"0x020482DA","instruction","0x47C00"
"0x0204848C","instruction","0x47B3C"
"0x020484E0","instruction","0x47B56"
"0x02048536","instruction","0x5B760"
"0x020485EA","instruction","0x5B76C"
"0x02048A14","instruction","0x5B770"
"0x02048D6A","instruction","0x5B774"
"0x02048E3A","instruction","0x5B778"
"0x02048FD2","instruction","0x5B784"
"0x02049032","instruction","0x5B788"
"0x02049044","instruction","0x48446"
"0x02049216","instruction","0x48454"
"0x02049478","instruction","0x48462"
"0x020494D2","instruction","0x484AA"
"0x0204952E","instruction","0x5B78C"
"0x0204954A","instruction","0x5B798"
"0x02049588","instruction","0x5B79C"
"0x02049650","instruction","0x5B7A0"
"0x020496E2","instruction","0x5B7A4"
"0x02049830","instruction","0x5B7B0"
"0x02049894","instruction","0x5B7B4"
"0x020498AE","instruction","0x5B7B8"
"0x020498EA","instruction","0x5B7C4"
"0x02049CAC","instruction","0x5B7C8"
"0x0204A2D4","instruction","0x5B7CC"
"0x0204A3E6","instruction","0x5B7D0"
"0x0204A5D2","instruction","0x5B7DC"
"0x0204A632","instruction","0x5B7E0"
"0x0204A7B8","instruction","0x49C16"
"0x0204AA80","instruction","0x5B7FC"
"0x0204AAB4","instruction","0x5B808"
"0x0204B084","instruction","0x5B80C"
"0x0204B984","instruction","0x5B810"
"0x0204BB26","instruction","0x5B814"
"0x0204BBC8","instruction","0x5B820"
"0x0204BD10","instruction","0x5B824"
"0x0204BEE2","instruction","0x4A976"
"0x0204C12C","instruction","0x43AE6"
"0x0204C2CE","instruction","0x90788"
"0x0204C2E0","instruction","0x90790"
"0x0204C304","instruction","0x90798"
"0x0204C324","instruction","0x6750E"
"0x0204E1A1","image","0x4B2C8"
"0x0204E1B0","instruction","0x32CB8|0x4B59E|0x4B604|0x8A612"
"0x0204E1B3","image","0x84B02"
"0x0204E851","image","0x8A50A"
"0x0204E853","image","0x1516E"
"0x0204EB21","image","0x43F20"
"0x0204ED50","instruction","0x88A60"
"0x0204ED54","instruction","0x6A78A"
"0x0204F040","instruction","0x3501C"
"0x0204F045","image","0x351B6"
"0x0204F04A","instruction","0x360DC"
"0x0204F1B3","image","0x4B1D0"
"0x0204F600","image","0x8D05A"
"0x0204F6B2","image","0x3A8B2|0x3A950|0x3A9A4"
"0x0204F6D0","image","0x23A4|0x45FCA"
"0x0204F6F0","image","0x24F4|0x460C6|0x461BC|0x4630A"
"0x0204F708","instruction","0x8B4C"
"0x0204F714","instruction","0xE79E|0x1F95C|0x4F840|0x4F85C|0x4F878|0x4F894|0x5C0E0|0x5C0FC"
"0x0204F730","instruction","0x13BE6"
"0x0204F740","instruction","0x16238"
"0x0204F760","instruction","0x4F63C"
"0x0204F800","instruction","0x47808|0x91348"
"0x0204F860","instruction","0x16804"
"0x0204F866","instruction","0x38498"
"0x0204F880","instruction","0x20212|0x416B8"
"0x0204F881","image","0x9592|0x9806"
"0x0204F882","instruction","0x29BDC"
"0x0204F8A8","instruction","0x10684"
"0x0204F960","image","0x1C0B2|0x29180"
"0x0204F97C","image","0x1C96E|0x202DA"
"0x0204F998","image","0x1DC72|0x20498"
"0x0204F9B4","image","0x1E108|0x1F972"
"0x0204F9D0","instruction","0x5BE68"
"0x0204F9E0","image","0x5C444"
"0x0204F9EA","image","0x5C47C"
"0x0204F9F0","instruction","0x5C480"
"0x0204F9F6","image","0x5C484"
"0x0204F9FC","instruction","0x5C4B4"
"0x0204FA06","image","0x5C4B8"
"0x0204FA10","instruction","0x5C4BC"
"0x0204FA1A","instruction","0x5C4EC"
"0x0204FA26","instruction","0x5C4F0"
"0x0204FA32","instruction","0x5C4F4"
"0x0204FA3E","instruction","0x5C524"
"0x0204FA4A","instruction","0x5C528"
"0x0204FA56","image","0x5C52C"
"0x0204FA62","instruction","0x5C55C"
"0x0204FA6E","image","0x5C560"
"0x0204FA7A","instruction","0x5C564"
"0x0204FA86","instruction","0x5C594"
"0x0204FA92","image","0x5C598"
"0x0204FA9E","instruction","0x5C59C"
"0x0204FAAA","instruction","0x5C5CC"
"0x0204FAAE","instruction","0x5C5D0"
"0x0204FAB2","image","0x5C5D4"
"0x0204FAB6","instruction","0x5C604"
"0x0204FABE","instruction","0x5C608"
"0x0204FAC6","image","0x5C60C"
"0x0204FAD0","instruction","0x266FC"
"0x0204FB08","instruction","0x4F9C0"
"0x0204FB12","instruction","0x4F9C4"
"0x0204FB1C","instruction","0x4F9C8"
"0x0204FB28","instruction","0x26AB0"
"0x0204FB60","instruction","0x4FA18"
"0x0204FB66","instruction","0x4FA1C"
"0x0204FB6C","instruction","0x4FA20"
"0x0204FB74","instruction","0x26F92"
"0x0204FBAC","instruction","0x4FA64"
"0x0204FBB4","instruction","0x4FA68"
"0x0204FBBC","instruction","0x4FA6C"
"0x0204FBC4","instruction","0x2728A"
"0x0204FBFC","instruction","0x4FAB4"
"0x0204FC01","image","0x1C81C"
"0x0204FC04","instruction","0x4FAB8"
"0x0204FC0C","image","0x4FABC"
"0x0204FC14","instruction","0x27480"
"0x0204FC4C","instruction","0x4FB04"
"0x0204FC52","instruction","0x4FB08"
"0x0204FC58","instruction","0x4FB0C"
"0x0204FC60","instruction","0x276E6"
"0x0204FC98","image","0x4FB50"
"0x0204FC9E","instruction","0x4FB54"
"0x0204FCA4","instruction","0x4FB58"
"0x0204FCAC","instruction","0x27AA0"
"0x0204FCE4","image","0x4FB9C"
"0x0204FCE8","instruction","0x4FBA0"
"0x0204FCEC","image","0x4FBA4"
"0x0204FCF0","instruction","0x27D92"
"0x0204FD28","instruction","0x4FBE0"
"0x0204FD2A","instruction","0x4FBE4"
"0x0204FD2C","image","0x4FBE8"
"0x0204FD30","image","0x27EB6"
"0x0204FD68","image","0x4FC20"
"0x0204FD6C","instruction","0x4FC24"
"0x0204FD70","image","0x4FC28"
"0x0204FD74","image","0x5C63C"
"0x0204FD7E","image","0x5C674"
"0x0204FD80","image","0x913C8"
"0x0204FD81","image","0x8DB04"
"0x0204FD82","image","0x95E58"
"0x0204FD84","image","0x7B362"
"0x0204FD86","image","0x36E18"
"0x0204FD88","image","0x5C6AC"
"0x0204FD92","image","0x5C6E4"
"0x0204FD9C","image","0x5C71C"
"0x0204FDA6","image","0x5C754"
"0x0204FDB0","instruction","0x5C144"
"0x0204FDC8","instruction","0x4FC90"
"0x0204FF80","image","0x1EEC2"
"0x0204FFC1","image","0x2BB6"
"0x0204FFC9","image","0x2DBA"
"0x020503A0","instruction","0x4FC94"
"0x02050540","image","0x50482"
"0x020506A0","instruction","0x4FC98"
"0x020506B4","instruction","0x4FC9C"
"0x020506C0","instruction","0x50594"
"0x020506E0","instruction","0x502F2"
"0x020507CA","instruction","0x50598"
"0x02050850","instruction","0x5C160"
"0x02050868","instruction","0x50730"
"0x020513D8","instruction","0x50734"
"0x02051438","image","0x50738"
"0x02051460","image","0x5C17C"
"0x02051478","instruction","0x51340"
"0x020519D4","instruction","0x51344"
"0x02051A2C","instruction","0x51348"
"0x02051A40","instruction","0x51914"
"0x02051A54","instruction","0x52AA0"
"0x02052BB8","image","0x5C45C"
"0x02052BC4","instruction","0x540A0"
"0x020541B8","image","0x5C494"
"0x020541C4","instruction","0x5BC94"
