"start_offset","end_offset","length"
"0x9F2DE","0x9F2E2","4"
"0x9F2E4","0x9F2E8","4"
"0x9F2EA","0x9F2EC","2"
"0x9F2EE","0x9F2F0","2"
"0x9F2F2","0x9F2F4","2"
"0x9F2F6","0x9F300","10"
"0x9F302","0x9F304","2"
"0x9F3DE","0x9F3E0","2"
"0x9F3E4","0x9F3E8","4"
"0x9F492","0x9F494","2"
"0x9F496","0x9F49A","4"
"0x9FA42","0x9FA44","2"
"0x9FE68","0x9FE6A","2"
"0x9FE6C","0x9FE6E","2"
"0x9FE72","0x9FE74","2"
"0x9FE84","0x9FE88","4"
"0x9FE8A","0x9FE90","6"
"0x9FEDA","0x9FEDE","4"
"0x9FEF2","0x9FEF4","2"
"0x9FF26","0x9FF28","2"
"0x9FF4E","0x9FF52","4"
"0x9FF54","0x9FF56","2"
"0xA00CC","0xA00D0","4"
"0xA0106","0xA0108","2"
