"start_offset","end_offset","length"
"0x25196","0x25198","2"
"0x2519A","0x2519C","2"
"0x251AA","0x251AC","2"
"0x251B4","0x251B6","2"
"0x251B8","0x251BA","2"
"0x251C2","0x251C4","2"
"0x251C6","0x251C8","2"
"0x251CA","0x251CC","2"
"0x251D6","0x251D8","2"
"0x251E0","0x251E2","2"
"0x251E4","0x251E6","2"
"0x25232","0x25234","2"
"0x25242","0x25244","2"
"0x25250","0x25252","2"
"0x25254","0x25256","2"
"0x25258","0x2525A","2"
"0x25284","0x25286","2"
"0x25292","0x25294","2"
"0x25296","0x25298","2"
"0x252A4","0x252A8","4"
"0x252AC","0x252AE","2"
"0x252B0","0x252B4","4"
"0x252B8","0x252BA","2"
"0x252BC","0x252C0","4"
"0x252F6","0x252F8","2"
"0x25300","0x25302","2"
"0x25304","0x25306","2"
"0x25310","0x25312","2"
"0x25314","0x25316","2"
"0x25320","0x25322","2"
"0x2534E","0x25350","2"
"0x25352","0x25354","2"
"0x25356","0x25358","2"
"0x2535A","0x25360","6"
"0x2538C","0x2538E","2"
"0x25390","0x25392","2"
"0x25394","0x25396","2"
"0x253BA","0x253BC","2"
"0x253C2","0x253C4","2"
"0x253C6","0x253C8","2"
"0x253CA","0x253D0","6"
"0x25400","0x25402","2"
"0x25404","0x25406","2"
"0x25420","0x25422","2"
"0x2542A","0x2542C","2"
"0x2542E","0x25430","2"
"0x25432","0x25434","2"
"0x25436","0x25438","2"
"0x2543E","0x25444","6"
"0x2544C","0x2544E","2"
"0x25452","0x25456","4"
"0x2545E","0x25460","2"
"0x25464","0x25466","2"
"0x25468","0x2546A","2"
"0x2546E","0x25470","2"
"0x25474","0x25476","2"
"0x2547A","0x2547C","2"
"0x2547E","0x25480","2"
"0x25484","0x25486","2"
"0x25488","0x2548A","2"
"0x254C0","0x254C2","2"
"0x254C4","0x254C6","2"
"0x254C8","0x254CA","2"
"0x254CC","0x254D2","6"
"0x254D4","0x254D6","2"
"0x254D8","0x254DA","2"
"0x254DC","0x254DE","2"
"0x254E0","0x254E2","2"
"0x25518","0x2551A","2"
"0x2551C","0x2551E","2"
"0x25520","0x25522","2"
"0x25524","0x2552A","6"
"0x2552C","0x2552E","2"
"0x25530","0x25532","2"
"0x25534","0x25536","2"
"0x25538","0x2553A","2"
"0x25570","0x25572","2"
"0x25574","0x25576","2"
"0x25578","0x2557A","2"
"0x2557C","0x25582","6"
"0x25584","0x25586","2"
"0x25588","0x2558A","2"
"0x2558C","0x2558E","2"
"0x25590","0x25592","2"
"0x255C8","0x255CA","2"
"0x255CC","0x255CE","2"
"0x255D0","0x255D2","2"
"0x255D4","0x255DA","6"
"0x255DC","0x255DE","2"
"0x255E0","0x255E2","2"
"0x255E4","0x255E6","2"
"0x255E8","0x255EA","2"
"0x25616","0x2561A","4"
"0x2561C","0x2561E","2"
"0x25622","0x25624","2"
"0x25626","0x25628","2"
"0x2562A","0x2562C","2"
"0x2562E","0x25630","2"
"0x25632","0x25634","2"
"0x25636","0x2563C","6"
"0x2565C","0x25660","4"
"0x25662","0x25664","2"
"0x25668","0x2566A","2"
"0x2566C","0x2566E","2"
"0x25670","0x25672","2"
"0x25674","0x25676","2"
"0x25678","0x2567A","2"
"0x2567C","0x25682","6"
"0x256A6","0x256AA","4"
"0x256AC","0x256AE","2"
"0x256B2","0x256B4","2"
"0x256B6","0x256B8","2"
"0x256BA","0x256BC","2"
"0x256BE","0x256C0","2"
"0x256C2","0x256C4","2"
"0x256C6","0x256CC","6"
"0x256EC","0x256F0","4"
"0x256F2","0x256F4","2"
"0x256F8","0x256FA","2"
"0x256FC","0x256FE","2"
"0x25700","0x25702","2"
"0x25704","0x25706","2"
"0x25708","0x2570A","2"
"0x2570C","0x2570E","2"
"0x25710","0x25712","2"
"0x25720","0x25722","2"
"0x2572A","0x2572C","2"
"0x25736","0x25738","2"
"0x2573E","0x25740","2"
"0x2574C","0x2574E","2"
"0x25750","0x25752","2"
"0x25754","0x2575A","6"
"0x25760","0x25762","2"
"0x25A1E","0x25A20","2"
"0x25A28","0x25A2A","2"
"0x25A32","0x25A34","2"
"0x25A3C","0x25A3E","2"
"0x25A44","0x25A46","2"
"0x25A48","0x25A4A","2"
"0x25A4C","0x25A4E","2"
"0x25A52","0x25A54","2"
"0x25A56","0x25A58","2"
"0x25A5A","0x25A5C","2"
"0x25A64","0x25A66","2"
"0x25A68","0x25A6C","4"
"0x25A80","0x25A82","2"
"0x25A84","0x25A86","2"
"0x25A88","0x25A8A","2"
"0x25A8C","0x25A8E","2"
"0x25A90","0x25A92","2"
"0x25AF0","0x25AF2","2"
"0x25AFA","0x25AFC","2"
"0x25B0C","0x25B0E","2"
"0x25B16","0x25B18","2"
"0x25B20","0x25B22","2"
"0x25B28","0x25B2A","2"
"0x25B2C","0x25B2E","2"
"0x25B30","0x25B32","2"
"0x25B36","0x25B38","2"
"0x25B3A","0x25B3C","2"
"0x25B42","0x25B44","2"
"0x25B4C","0x25B4E","2"
"0x25B50","0x25B54","4"
"0x25B6E","0x25B70","2"
"0x25B72","0x25B74","2"
"0x25B76","0x25B78","2"
"0x25B7A","0x25B7C","2"
"0x25B7E","0x25B80","2"
"0x25BB6","0x25BB8","2"
"0x25BC0","0x25BC2","2"
"0x25BD0","0x25BD2","2"
"0x25BD8","0x25BDA","2"
"0x25BDC","0x25BDE","2"
"0x25BE0","0x25BE2","2"
"0x25BE6","0x25BE8","2"
"0x25BEA","0x25BEC","2"
"0x25BF2","0x25BF4","2"
"0x25BFE","0x25C00","2"
"0x25C02","0x25C06","4"
"0x25C20","0x25C22","2"
"0x25C24","0x25C26","2"
"0x25C28","0x25C2A","2"
"0x25C2C","0x25C2E","2"
"0x25C30","0x25C32","2"
"0x25C50","0x25C52","2"
"0x25C58","0x25C5A","2"
"0x25C62","0x25C64","2"
"0x25C66","0x25C68","2"
"0x25C78","0x25C7A","2"
"0x25C88","0x25C8A","2"
"0x25C92","0x25C94","2"
"0x25C98","0x25C9A","2"
