"start_offset","end_offset","length"
"0x97608","0x9760A","2"
"0x9760C","0x9760E","2"
"0x97610","0x97612","2"
"0x97616","0x97618","2"
"0x97626","0x97628","2"
"0x97632","0x97634","2"
"0x97638","0x9763A","2"
"0x9763E","0x97640","2"
"0x97642","0x97644","2"
"0x97648","0x9764A","2"
"0x9764C","0x9764E","2"
"0x97650","0x97652","2"
"0x97654","0x97656","2"
"0x9765A","0x9765C","2"
"0x97662","0x97664","2"
"0x97668","0x9766A","2"
"0x9766E","0x97670","2"
"0x97674","0x97676","2"
"0x9767A","0x9767C","2"
"0x97680","0x97682","2"
"0x97684","0x97686","2"
"0x97688","0x9768A","2"
"0x9768C","0x9768E","2"
"0x97692","0x97694","2"
"0x9769E","0x976A0","2"
"0x976AA","0x976AC","2"
"0x976B0","0x976B2","2"
"0x976B4","0x976B6","2"
"0x976BA","0x976BC","2"
"0x976BE","0x976C0","2"
"0x976C2","0x976C4","2"
"0x976C8","0x976CA","2"
"0x976DC","0x976DE","2"
"0x976E2","0x976E4","2"
"0x976F4","0x976F6","2"
"0x976FA","0x976FC","2"
"0x97700","0x97702","2"
"0x97706","0x97708","2"
"0x9770A","0x9770C","2"
"0x97710","0x97712","2"
"0x97714","0x97716","2"
"0x97718","0x9771A","2"
"0x9771C","0x9771E","2"
"0x97722","0x97724","2"
"0x9772A","0x9772C","2"
"0x97730","0x97732","2"
"0x97736","0x97738","2"
"0x9773C","0x9773E","2"
"0x97742","0x97744","2"
"0x97748","0x9774A","2"
"0x9774C","0x9774E","2"
"0x97750","0x97752","2"
"0x97754","0x97756","2"
"0x9775A","0x9775C","2"
"0x97764","0x97766","2"
"0x9776A","0x9776C","2"
"0x97770","0x97772","2"
"0x97776","0x97778","2"
"0x9777A","0x9777C","2"
"0x97780","0x97782","2"
"0x97784","0x97786","2"
"0x97788","0x9778A","2"
"0x9778C","0x9778E","2"
"0x97792","0x97794","2"
"0x9779A","0x9779C","2"
"0x977A0","0x977A2","2"
"0x977A6","0x977A8","2"
"0x977AC","0x977AE","2"
"0x977B2","0x977B4","2"
"0x977B8","0x977BA","2"
"0x977BC","0x977BE","2"
"0x977C0","0x977C2","2"
"0x977C4","0x977C6","2"
"0x977CA","0x977CC","2"
"0x977D4","0x977D6","2"
"0x977DA","0x977DC","2"
"0x977E0","0x977E2","2"
"0x977E6","0x977E8","2"
"0x977EA","0x977EC","2"
"0x977F0","0x977F2","2"
"0x977F4","0x977F6","2"
"0x977F8","0x977FA","2"
"0x977FC","0x977FE","2"
"0x97802","0x97804","2"
"0x9780A","0x9780C","2"
"0x97810","0x97812","2"
"0x97816","0x97818","2"
"0x9781C","0x9781E","2"
"0x97822","0x97824","2"
"0x97828","0x9782A","2"
"0x9782C","0x9782E","2"
"0x97830","0x97832","2"
"0x97834","0x97836","2"
"0x9783A","0x9783C","2"
"0x97846","0x97848","2"
"0x9784C","0x9784E","2"
"0x97852","0x97854","2"
"0x97856","0x97858","2"
"0x9785C","0x9785E","2"
"0x97860","0x97862","2"
"0x97864","0x97866","2"
"0x9786A","0x9786C","2"
"0x97882","0x97884","2"
"0x97886","0x97888","2"
"0x9789E","0x978A0","2"
"0x978AE","0x978B0","2"
"0x978B2","0x978B4","2"
"0x978B6","0x978B8","2"
"0x978BA","0x978BC","2"
