"start_offset","end_offset","length"
"0x21FA4","0x21FA6","2"
"0x21FAA","0x21FAC","2"
"0x21FB0","0x21FB2","2"
"0x21FBC","0x21FBE","2"
"0x21FC6","0x21FC8","2"
"0x21FCE","0x21FD0","2"
"0x21FD2","0x21FD6","4"
"0x21FD8","0x21FDA","2"
"0x21FE0","0x21FE2","2"
"0x21FE4","0x21FE6","2"
"0x21FE8","0x21FEA","2"
"0x21FEC","0x21FEE","2"
"0x21FFC","0x21FFE","2"
"0x22000","0x22002","2"
"0x22004","0x22006","2"
"0x22008","0x2200A","2"
"0x2200C","0x2200E","2"
"0x22012","0x22014","2"
"0x22016","0x22018","2"
"0x2201A","0x2201C","2"
"0x2201E","0x22020","2"
"0x22022","0x22024","2"
"0x22034","0x22036","2"
"0x2203C","0x2203E","2"
"0x22040","0x22042","2"
"0x22076","0x22078","2"
"0x22080","0x22082","2"
"0x22084","0x22086","2"
"0x2208E","0x22090","2"
"0x22092","0x22094","2"
"0x22096","0x22098","2"
"0x220A6","0x220AA","4"
"0x2226A","0x2226C","2"
"0x2229E","0x222A0","2"
"0x222A8","0x222AA","2"
"0x222AC","0x222AE","2"
"0x222BA","0x222BC","2"
"0x222C4","0x222C8","4"
"0x222CC","0x222D2","6"
"0x222D4","0x222D8","4"
"0x222DE","0x222E0","2"
"0x222EC","0x222EE","2"
"0x222F0","0x222F2","2"
"0x222FC","0x222FE","2"
"0x22306","0x22308","2"
"0x2230A","0x2230C","2"
"0x22316","0x22318","2"
"0x2231A","0x2231C","2"
"0x2231E","0x22320","2"
"0x2232A","0x2232C","2"
"0x22334","0x22336","2"
"0x22338","0x2233A","2"
"0x22382","0x22384","2"
"0x2239A","0x2239C","2"
"0x2239E","0x223A0","2"
"0x223C0","0x223C2","2"
"0x223C4","0x223CC","8"
"0x223E4","0x223E6","2"
"0x223EE","0x223F0","2"
"0x223F2","0x223F4","2"
"0x223FA","0x223FC","2"
"0x22406","0x22408","2"
"0x22432","0x22434","2"
"0x22436","0x22438","2"
"0x2243A","0x22440","6"
"0x22446","0x22448","2"
"0x22462","0x22464","2"
"0x22466","0x22470","10"
"0x22472","0x22474","2"
"0x2247C","0x2247E","2"
"0x22484","0x22486","2"
"0x22498","0x2249A","2"
"0x224BC","0x224BE","2"
"0x224C0","0x224C2","2"
"0x224C4","0x224C6","2"
"0x224C8","0x224CA","2"
"0x224CC","0x224CE","2"
"0x224DE","0x224E2","4"
"0x224E6","0x224E8","2"
"0x224EC","0x224EE","2"
"0x224F0","0x224FA","10"
"0x22500","0x22502","2"
"0x22504","0x22508","4"
"0x22542","0x22544","2"
"0x2254E","0x22550","2"
"0x22556","0x2255C","6"
"0x22560","0x22566","6"
"0x22568","0x2256E","6"
"0x22570","0x22572","2"
"0x2257C","0x2257E","2"
"0x227BA","0x227BC","2"
"0x227C0","0x227C2","2"
"0x227C4","0x227C6","2"
"0x227F0","0x227F2","2"
"0x227F8","0x227FA","2"
"0x22814","0x22816","2"
"0x2281E","0x22820","2"
"0x22924","0x22928","4"
