"start_offset","end_offset","length"
"0x27024","0x27026","2"
"0x27046","0x27048","2"
"0x27050","0x27052","2"
"0x27058","0x2705A","2"
"0x2705C","0x2705E","2"
"0x27060","0x27062","2"
"0x27088","0x2708A","2"
"0x2708C","0x27090","4"
"0x270B6","0x270BA","4"
"0x270C0","0x270C2","2"
"0x270CA","0x270CC","2"
"0x270E6","0x270EA","4"
"0x270F0","0x270F2","2"
"0x270FA","0x270FC","2"
"0x270FE","0x27102","4"
"0x27108","0x2710C","4"
"0x27112","0x27114","2"
"0x2711C","0x2711E","2"
"0x27126","0x2712C","6"
"0x27134","0x27138","4"
"0x2713E","0x27140","2"
"0x27156","0x27158","2"
"0x27174","0x27176","2"
"0x27198","0x2719A","2"
"0x271A6","0x271A8","2"
"0x271AE","0x271B0","2"
"0x271B2","0x271B4","2"
"0x271BA","0x271BC","2"
"0x271BE","0x271C0","2"
"0x271C6","0x271C8","2"
"0x271CC","0x271CE","2"
"0x271D0","0x271D2","2"
"0x271D4","0x271D6","2"
"0x27200","0x27202","2"
"0x2720A","0x2720C","2"
"0x2720E","0x27210","2"
"0x27212","0x27214","2"
"0x27216","0x27218","2"
"0x2721A","0x2721C","2"
"0x2721E","0x27220","2"
"0x27236","0x27238","2"
"0x27240","0x27242","2"
"0x27244","0x27246","2"
"0x272FA","0x272FC","2"
"0x27302","0x27304","2"
"0x2730A","0x2730C","2"
"0x27312","0x27314","2"
"0x2731C","0x2731E","2"
"0x2733E","0x27340","2"
"0x27348","0x2734A","2"
"0x27350","0x27352","2"
"0x27354","0x27356","2"
"0x27358","0x2735A","2"
"0x27380","0x27382","2"
"0x27384","0x27388","4"
"0x273AE","0x273B2","4"
"0x273B8","0x273BA","2"
"0x273C2","0x273C4","2"
"0x273DC","0x273E0","4"
"0x273E6","0x273E8","2"
"0x273F0","0x273F2","2"
"0x273F4","0x273F8","4"
"0x27400","0x27404","4"
"0x2740A","0x2740C","2"
"0x27414","0x27416","2"
"0x2741E","0x27422","4"
"0x27428","0x2742A","2"
"0x27432","0x27434","2"
"0x2743C","0x27440","4"
"0x27446","0x27448","2"
"0x2744A","0x2744C","2"
"0x274E8","0x274EA","2"
"0x274F0","0x274F2","2"
"0x274F8","0x274FA","2"
"0x27500","0x27502","2"
"0x2750A","0x2750C","2"
"0x2752C","0x2752E","2"
"0x27536","0x27538","2"
"0x2753E","0x27540","2"
"0x27542","0x27544","2"
"0x27546","0x27548","2"
"0x2756E","0x27570","2"
"0x27572","0x27576","4"
"0x2759C","0x275A0","4"
"0x275A6","0x275A8","2"
"0x275B0","0x275B2","2"
"0x275CA","0x275CE","4"
"0x275D4","0x275D6","2"
"0x275DE","0x275E0","2"
"0x275E2","0x275E6","4"
"0x275EC","0x275F0","4"
"0x275F6","0x275F8","2"
"0x27600","0x27602","2"
"0x2760A","0x2760E","4"
"0x27614","0x27616","2"
"0x27652","0x27654","2"
"0x2765A","0x27660","6"
"0x27662","0x27664","2"
"0x27668","0x2766A","2"
"0x2766C","0x27670","4"
"0x27672","0x27674","2"
"0x27678","0x2767A","2"
"0x2767C","0x2767E","2"
"0x27680","0x27682","2"
"0x27684","0x27686","2"
"0x276C0","0x276C4","4"
"0x27756","0x27758","2"
"0x2775E","0x27760","2"
"0x27766","0x27768","2"
"0x2776E","0x27770","2"
"0x27778","0x2777A","2"
"0x2779A","0x2779C","2"
"0x277A4","0x277A6","2"
"0x277AC","0x277AE","2"
"0x277B0","0x277B2","2"
"0x277B4","0x277B6","2"
"0x277DC","0x277DE","2"
"0x277E0","0x277E4","4"
"0x2780A","0x2780E","4"
"0x27814","0x27816","2"
"0x2781E","0x27820","2"
"0x27838","0x2783C","4"
"0x27842","0x27844","2"
"0x2784C","0x2784E","2"
"0x27856","0x2785A","4"
"0x27860","0x27862","2"
"0x2786A","0x2786C","2"
"0x27874","0x27878","4"
"0x2787E","0x27880","2"
"0x27896","0x27898","2"
"0x2789C","0x278A0","4"
"0x278A4","0x278A6","2"
"0x278AC","0x278AE","2"
"0x278B2","0x278B4","2"
"0x278B6","0x278B8","2"
"0x278C4","0x278C6","2"
"0x278CA","0x278CC","2"
"0x278D4","0x278D8","4"
"0x2790E","0x27910","2"
"0x2791C","0x2791E","2"
"0x27924","0x27926","2"
"0x27928","0x2792A","2"
"0x27930","0x27932","2"
"0x27934","0x27936","2"
"0x27938","0x2793A","2"
"0x2793C","0x2793E","2"
"0x27942","0x27944","2"
"0x27966","0x27968","2"
"0x2796C","0x2796E","2"
"0x27972","0x27974","2"
"0x27976","0x27978","2"
"0x2797A","0x2797C","2"
"0x2797E","0x27980","2"
"0x279B4","0x279B6","2"
"0x279C0","0x279C2","2"
"0x279C4","0x279C6","2"
"0x279D8","0x279DA","2"
"0x279DE","0x279E0","2"
"0x279E2","0x279E4","2"
"0x279E6","0x279E8","2"
"0x279EC","0x279EE","2"
"0x279F0","0x279F6","6"
"0x279F8","0x279FA","2"
"0x279FC","0x279FE","2"
"0x27A00","0x27A02","2"
"0x27A04","0x27A06","2"
"0x27A08","0x27A0A","2"
"0x27A0E","0x27A10","2"
"0x27A12","0x27A14","2"
"0x27A16","0x27A18","2"
"0x27A1A","0x27A1C","2"
"0x27A2C","0x27A2E","2"
"0x27A30","0x27A32","2"
"0x27A36","0x27A38","2"
"0x27A3A","0x27A3C","2"
"0x27B10","0x27B12","2"
"0x27B18","0x27B1A","2"
"0x27B20","0x27B22","2"
"0x27B28","0x27B2A","2"
