"address","offset","partition_end","partition_size","name","confidence","tags","instructions","caller_count","callee_count","callers","callees","string_refs","indirect_string_refs","component"
"0x020047A6","0x4686","0x020047B6","16","FUN_020047A6","mechanical","","5","1","0","0x02004802","","","","0"
"0x020047B6","0x4696","0x02004802","76","FUN_020047B6","mechanical","","25","2","0","0x02004802|0x020049BE","","","","0"
"0x02004802","0x46E2","0x020048B4","178","FUN_02004802","mechanical","","62","7","5","0x02005E9C|0x0200698A|0x0202A4BE|0x0203B906|0x0204786E|0x0204861C|0x0204A2A2","0x02004656|0x020046A6|0x02004748|0x020047A6|0x020047B6","","","0"
"0x020048B4","0x4794","0x020048DA","38","FUN_020048B4","mechanical","","13","1","0","0x020048EA","","","","0"
"0x020048DA","0x47BA","0x020048EA","16","FUN_020048DA","mechanical","","5","1","0","0x020048EA","","","","0"
"0x020048EA","0x47CA","0x020049A2","184","FUN_020048EA","mechanical","","59","12","3","0x02005E9C|0x0200698A|0x02008B9A|0x02008CC2|0x02029E8C|0x0203B642|0x02047392|0x0204786E|0x0204861C|0x02048EA0|0x0204AADE|0x0204B06C","0x020046A6|0x020048B4|0x020048DA","","","0"
"0x020049A2","0x4882","0x020049BE","28","FUN_020049A2","mechanical","","9","1","0","0x020049BE","","","","0"
"0x020049BE","0x489E","0x02004A56","152","FUN_020049BE","mechanical","","52","5","5","0x02005E9C|0x0200698A|0x02029E8C|0x0202A4BE|0x0203B906","0x02004656|0x0200467C|0x020046A6|0x020047B6|0x020049A2","","","0"
"0x02004A56","0x4936","0x02004AAA","84","FUN_02004A56","mechanical","","29","1","0","0x02004ABA","","","","0"
"0x02004AAA","0x498A","0x02004ABA","16","FUN_02004AAA","mechanical","","5","1","0","0x02004ABA","","","","0"
"0x02004ABA","0x499A","0x02004B72","184","FUN_02004ABA","mechanical","","59","7","3","0x02005E9C|0x0200698A|0x02029E8C|0x0203B642|0x02047392|0x0204786E|0x0204861C","0x020046A6|0x02004A56|0x02004AAA","","","0"
"0x02004B72","0x4A52","0x02004BB4","66","FUN_02004B72","mechanical","","22","1","0","0x02004BC4","","","","0"
"0x02004BB4","0x4A94","0x02004BC4","16","FUN_02004BB4","mechanical","","5","1","0","0x02004BC4","","","","0"
"0x02004BC4","0x4AA4","0x02004C7C","184","FUN_02004BC4","mechanical","","59","8","3","0x02005E9C|0x0200698A|0x02029E8C|0x0203B642|0x0203B906|0x02047392|0x0204786E|0x0204861C","0x020046A6|0x02004B72|0x02004BB4","","","0"
"0x02004C7C","0x4B5C","0x02004D80","260","FUN_02004C7C","mechanical","","78","2","0","0x02005E9C|0x0203CAD4","","","","0"
