"address","offset","partition_end","partition_size","name","confidence","tags","instructions","caller_count","callee_count","callers","callees","string_refs","indirect_string_refs","component"
"0x0207854E","0x7842E","0x0207856A","28","FUN_0207854E","mechanical","","9","2","0","0x0207DC34|0x0207F7A4","","","","0"
"0x0207856A","0x7844A","0x02078644","218","FUN_0207856A","mechanical","","71","1","2","0x0207F3B2","0x0202ECA2|0x02080250","","","0"
"0x02078644","0x78524","0x0207866C","40","FUN_02078644","mechanical","","12","1","1","0x0206B528","0x0204ECF6","","","0"
"0x0207866C","0x7854C","0x02078B08","1180","FUN_0207866C","mechanical","","372","1","29","0x0206B582","0x020003B2|0x02004D80|0x0200547C|0x0202ECA8|0x0204ECF6|0x020659F4|0x0206694A|0x0206B3EC|0x02073206|0x02073A56|0x02073B4C|0x02073B9A|0x02073C4E|0x020754CC|0x020755F6|0x020756EA|0x020759F0|0x02075A32|0x02076180|0x02076C2A|0x02076E64|0x02077C94|0x02077E9E|0x0207809A|0x0207C380|0x0207C402|0x0207CD98|0x0207FC10|0x0208000E","","","0"
"0x02078B08","0x789E8","0x02078B38","48","FUN_02078B08","mechanical","","16","2","3","0x02078B38|0x02078BEE","0x02004F1E|0x020784B0|0x0207C176","","","0"
"0x02078B38","0x78A18","0x02078BCE","150","FUN_02078B38","mechanical","","52","2","2","0x02078BCE|0x02078BEE","0x0200551A|0x02078B08","","","0"
"0x02078BCE","0x78AAE","0x02078BEE","32","FUN_02078BCE","mechanical","","13","2","3","0x02078BEE|0x02089652","0x02073A42|0x02078B38|0x0207FF28","","","0"
"0x02078BEE","0x78ACE","0x02078DFA","524","FUN_02078BEE","mechanical","","163","1","12","0x0206B582","0x0200551A|0x0203899C|0x0204F0E2|0x0204F182|0x0204F1EC|0x02073AFA|0x02078B08|0x02078B38|0x02078BCE|0x0207C0EC|0x0207C1D6|0x0207FF28","","","0"
"0x02078DFA","0x78CDA","0x02078F16","284","FUN_02078DFA","mechanical","","98","1","7","0x0206B582","0x0200547C|0x02073206|0x02073662|0x02073AFA|0x02077D26|0x02077D60|0x0207809A","","","0"
"0x02078F16","0x78DF6","0x02078F2C","22","FUN_02078F16","mechanical","","6","2","1","0x020831E0|0x02089652","0x0206B318","","","0"
"0x02078F2C","0x78E0C","0x02078F58","44","FUN_02078F2C","mechanical","","15","2","0","0x020831E0|0x02089652","","","","0"
"0x02078F58","0x78E38","0x02078F64","12","FUN_02078F58","mechanical","","3","2","0","0x020831E0|0x02089652","","","","0"
"0x02078F64","0x78E44","0x02078FAE","74","FUN_02078F64","mechanical","","22","2","5","0x020831E0|0x02089652","0x020003B2|0x0204E4BA|0x0204E6B6|0x0204ECF6|0x020659F4","","","0"
"0x02078FAE","0x78E8E","0x02078FDE","48","FUN_02078FAE","mechanical","","14","1","0","0x020831E0","","","","0"
"0x02078FDE","0x78EBE","0x02078FEA","12","FUN_02078FDE","mechanical","","3","1","0","0x020831E0","","","","0"
"0x02078FEA","0x78ECA","0x02078FF6","12","FUN_02078FEA","mechanical","","3","1","0","0x020831E0","","","","0"
"0x02078FF6","0x78ED6","0x02079020","42","FUN_02078FF6","mechanical","","15","2","0","0x020832DE|0x02089614","","","","0"
"0x02079020","0x78F00","0x02079038","24","FUN_02079020","mechanical","","7","2","1","0x020832DE|0x02089614","0x0206B318","","","0"
"0x02079038","0x78F18","0x0207907C","68","FUN_02079038","mechanical","","23","2","1","0x020840A8|0x02084BCE","0x0207288E","","","0"
"0x0207907C","0x78F5C","0x0207908E","18","FUN_0207907C","mechanical","","6","1","1","0x02084BCE","0x0206B220","","","0"
"0x0207908E","0x78F6E","0x020790AC","30","FUN_0207908E","mechanical","","12","1","1","0x02084BCE","0x0206B79C","","","0"
"0x020790AC","0x78F8C","0x020790BE","18","FUN_020790AC","mechanical","","6","1","1","0x02084BCE","0x0206B79C","","","0"
"0x020790BE","0x78F9E","0x020790E8","42","FUN_020790BE","mechanical","","14","1","1","0x02084BCE","0x0206B79C","","","0"
"0x020790E8","0x78FC8","0x020790FA","18","FUN_020790E8","mechanical","","6","1","1","0x02084BCE","0x0206B79C","","","0"
"0x020790FA","0x78FDA","0x02079142","72","FUN_020790FA","mechanical","","29","1","1","0x02084BCE","0x0206B79C","","","0"
"0x02079142","0x79022","0x02079152","16","FUN_02079142","mechanical","","5","1","1","0x02084BCE","0x0206B79C","","","0"
"0x02079152","0x79032","0x0207918E","60","FUN_02079152","mechanical","","27","1","1","0x02084BCE","0x0206B79C","","","0"
"0x0207918E","0x7906E","0x020791A0","18","FUN_0207918E","mechanical","","6","1","1","0x02084BCE","0x0206B220","","","0"
"0x020791A0","0x79080","0x02079220","128","FUN_020791A0","mechanical","","42","2","2","0x02086024|0x0208963E","0x0206B318|0x0207FF28","","","0"
"0x02079220","0x79100","0x02079390","368","FUN_02079220","mechanical","","122","1","5","0x02087042","0x020676AA|0x0207C2F0|0x0207CD98|0x0207FF28|0x020813E4","","","0"
"0x02079390","0x79270","0x020793A0","16","FUN_02079390","mechanical","","5","1","1","0x02086F88","0x0206B220","","","0"
"0x020793A0","0x79280","0x020793C2","34","FUN_020793A0","mechanical","","14","1","1","0x02086F88","0x0206B220","","","0"
"0x020793C2","0x792A2","0x02079484","194","FUN_020793C2","mechanical","","67","1","3","0x02087042","0x020676C8|0x02072D0A|0x020813E4","","","0"
"0x02079484","0x79364","0x0207949A","22","FUN_02079484","mechanical","","6","1","1","0x02089648","0x0206B318","","","0"
"0x0207949A","0x7937A","0x020794D2","56","FUN_0207949A","mechanical","","19","1","1","0x02089652","0x0206B318","","","0"
"0x020794D2","0x793B2","0x020794F2","32","FUN_020794D2","mechanical","","12","1","2","0x02089652","0x0206B220|0x0207288E","","","0"
"0x020794F2","0x793D2","0x02079512","32","FUN_020794F2","mechanical","","12","1","2","0x02089652","0x0206B220|0x0207288E","","","0"
"0x02079512","0x793F2","0x0207953A","40","FUN_02079512","mechanical","","12","1","1","0x02089652","0x0206B318","","","0"
"0x0207953A","0x7941A","0x02079552","24","FUN_0207953A","mechanical","","7","1","1","0x02089652","0x0206B79C","","","0"
"0x02079552","0x79432","0x0207956A","24","FUN_02079552","mechanical","","7","1","1","0x02089652","0x0206B79C","","","0"
"0x0207956A","0x7944A","0x02079580","22","FUN_0207956A","mechanical","","6","1","1","0x02089652","0x0206B79C","","","0"
"0x02079580","0x79460","0x02079596","22","FUN_02079580","mechanical","","6","1","1","0x02089652","0x0206B79C","","","0"
"0x02079596","0x79476","0x020797BE","552","FUN_02079596","mechanical","","209","1","2","0x02089652","0x0206B318|0x020797BE","","","0"
"0x020797BE","0x7969E","0x02079AC8","778","FUN_020797BE","mechanical","","335","1","0","0x02079596","","","","0"
"0x02079AC8","0x799A8","0x02079B82","186","FUN_02079AC8","mechanical","","70","3","1","0x02079DE6|0x0207A042|0x0207A0FC","0x0204ECF6","","","0"
"0x02079B82","0x79A62","0x02079BA2","32","FUN_02079B82","mechanical","","13","1","0","0x02079C1C","","","","0"
"0x02079BA2","0x79A82","0x02079C1C","122","FUN_02079BA2","mechanical","","42","1","0","0x02079C1C","","","","0"
"0x02079C1C","0x79AFC","0x02079DE6","458","FUN_02079C1C","mechanical","","164","3","2","0x02079DE6|0x0207A042|0x0207A0FC","0x02079B82|0x02079BA2","","","0"
"0x02079DE6","0x79CC6","0x0207A00C","550","FUN_02079DE6","mechanical","","170","2","17","0x0207A00C|0x0207A030","0x020003B2|0x02063530|0x0206469A|0x020659F4|0x02073946|0x02079AC8|0x02079C1C|0x0208050E|0x02080546|0x0208D998|0x0208D9BE|0x0208D9D8|0x0208DBC0|0x0208DBEA|0x0208DC5C|0x0208DCE0|0x0208DD0A","","","0"
"0x0207A00C","0x79EEC","0x0207A030","36","FUN_0207A00C","mechanical","","16","1","1","0x0206B450","0x02079DE6","","","0"
"0x0207A030","0x79F10","0x0207A042","18","FUN_0207A030","mechanical","","8","1","1","0x0206B462","0x02079DE6","","","0"
"0x0207A042","0x79F22","0x0207A0FC","186","FUN_0207A042","mechanical","","72","1","6","0x0206B488","0x020003B2|0x020659F4|0x02079AC8|0x02079C1C|0x0208050E|0x02080546","","","0"
"0x0207A0FC","0x79FDC","0x0207A608","1292","FUN_0207A0FC","mechanical","","275","1","6","0x0206B49A","0x020003B2|0x020659F4|0x02079AC8|0x02079C1C|0x0208050E|0x02080546","","","0"
"0x0207A608","0x7A4E8","0x0207A8AA","674","FUN_0207A608","mechanical","","215","1","1","0x0207A608","0x0207A608","","","18"
"0x0207A8AA","0x7A78A","0x0207A8CC","34","FUN_0207A8AA","mechanical","","13","2","0","0x0207AD38|0x0207B12E","","","","0"
"0x0207A8CC","0x7A7AC","0x0207A8F6","42","FUN_0207A8CC","mechanical","","17","2","0","0x0207A8F6|0x0207C2E8","","","","0"
"0x0207A8F6","0x7A7D6","0x0207A8FC","6","FUN_0207A8F6","mechanical","","3","1","1","0x0207DC34","0x0207A8CC","","","0"
"0x0207A8FC","0x7A7DC","0x0207A90A","14","FUN_0207A8FC","mechanical","","7","2","0","0x02076B2C|0x0207AC84","","","","0"
"0x0207A90A","0x7A7EA","0x0207A93A","48","FUN_0207A90A","mechanical","","13","13","0","0x02073798|0x0207396A|0x02073C4E|0x02073D9E|0x02076B2C|0x02077954|0x02077A9C|0x0207809A|0x0207AB2A|0x0207C580|0x0207CDA4|0x02080AD0|0x020811B6","","","","0"
"0x0207A93A","0x7A81A","0x0207A974","58","FUN_0207A93A","mechanical","","21","2","0","0x0207A974|0x0207C05A","","","","0"
"0x0207A974","0x7A854","0x0207AB2A","438","FUN_0207A974","mechanical","","148","2","3","0x0207AB2A|0x0207AC84","0x020003B2|0x020659F4|0x0207A93A","","","0"
"0x0207AB2A","0x7AA0A","0x0207ABA8","126","FUN_0207AB2A","mechanical","","42","1","2","0x0207AC84","0x0207A90A|0x0207A974","","","0"
