"address","offset","partition_end","partition_size","name","confidence","tags","instructions","caller_count","callee_count","callers","callees","string_refs","indirect_string_refs","component"
"0x0206B304","0x6B1E4","0x0206B318","20","FUN_0206B304","mechanical","","8","1","0","0x02082548","","","","0"
"0x0206B318","0x6B1F8","0x0206B3D2","186","FUN_0206B318","mechanical","","59","27","4","0x02071804|0x0207239E|0x020723DC|0x020723F4|0x02072452|0x020724A2|0x02072524|0x02072586|0x020725A8|0x02072668|0x0207268C|0x020726A2|0x020726C4|0x020726E6|0x0207275A|0x0207277E|0x02072796|0x020727CE|0x02072998|0x02073D9E|0x02078F16|0x02079020|0x020791A0|0x02079484|0x0207949A|0x02079512|0x02079596","0x020003B2|0x020659F4|0x020665D4|0x0206694A","","","0"
"0x0206B3D2","0x6B2B2","0x0206B3EC","26","FUN_0206B3D2","mechanical","","11","3","0","0x0206B3EC|0x0206B50C|0x0206B582","","","","0"
"0x0206B3EC","0x6B2CC","0x0206B430","68","FUN_0206B3EC","mechanical","","23","27","4","0x0206F2E8|0x0206F34E|0x0206F398|0x0206F3D8|0x02070C92|0x0207175C|0x020717A8|0x020720C6|0x02072AE4|0x02073662|0x02073798|0x0207384E|0x020738BA|0x02073B4C|0x02073B9A|0x02073D9E|0x020754AA|0x020756B2|0x020756EA|0x0207596E|0x020761E8|0x02076C52|0x02076E64|0x0207809A|0x020784B0|0x0207866C|0x0207DC34","0x020003B2|0x0200505C|0x020659F4|0x0206B3D2","","","0"
"0x0206B430","0x6B310","0x0206B450","32","FUN_0206B430","mechanical","","12","1","1","0x02080528","0x0203CC38","","","0"
"0x0206B450","0x6B330","0x0206B462","18","FUN_0206B450","mechanical","","7","2","1","0x02073D9E|0x02076180","0x0207A00C","","","0"
"0x0206B462","0x6B342","0x0206B46C","10","FUN_0206B462","mechanical","","3","4","1","0x02073BCA|0x02073D9E|0x0207609A|0x02076C52","0x0207A030","","","0"
"0x0206B46C","0x6B34C","0x0206B488","28","FUN_0206B46C","mechanical","","8","1","1","0x02073CE4","0x0208EAAA","","","0"
"0x0206B488","0x6B368","0x0206B49A","18","FUN_0206B488","mechanical","","7","2","1","0x020761E8|0x02076C52","0x0207A042","","","0"
"0x0206B49A","0x6B37A","0x0206B4A4","10","FUN_0206B49A","mechanical","","3","2","1","0x02075638|0x02076C52","0x0207A0FC","","","0"
"0x0206B4A4","0x6B384","0x0206B4BC","24","FUN_0206B4A4","mechanical","","6","1","1","0x020757DC","0x0208EC36","","","0"
