"address","offset","partition_end","partition_size","name","confidence","tags","instructions","caller_count","callee_count","callers","callees","string_refs","indirect_string_refs","component"
"0x0207F7A4","0x7F684","0x0207FA32","654","FUN_0207F7A4","mechanical","","202","2","11","0x0207F7A4|0x020811B6","0x020003B2|0x0202A290|0x020659F4|0x02069DC4|0x0206B23E|0x020729DC|0x0207854E|0x0207ABA8|0x0207B30C|0x0207B758|0x0207F7A4","","","0"
"0x0207FA32","0x7F912","0x0207FB7E","332","FUN_0207FA32","mechanical","","98","1","4","0x0206B528","0x020017E2|0x0203E0E2|0x0204ECF6|0x0207C528","","","0"
"0x0207FB7E","0x7FA5E","0x0207FBCE","80","FUN_0207FB7E","mechanical","","23","1","0","0x0206B528","","","","0"
"0x0207FBCE","0x7FAAE","0x0207FBDE","16","FUN_0207FBCE","mechanical","","4","1","0","0x0206B582","","","","0"
"0x0207FBDE","0x7FABE","0x0207FC10","50","FUN_0207FBDE","mechanical","","18","1","0","0x0207FC10","","","","0"
"0x0207FC10","0x7FAF0","0x0207FDEA","474","FUN_0207FC10","mechanical","","163","1","11","0x0207866C","0x020003B2|0x0204ECF6|0x020659F4|0x020676AA|0x0207ABF2|0x0207AC02|0x0207AC6E|0x0207FBDE|0x020801BA|0x0208041C|0x02080576","","","0"
"0x0207FDEA","0x7FCCA","0x0207FE16","44","FUN_0207FDEA","mechanical","","15","2","0","0x0206C1C0|0x0206CF8C","","","","0"
"0x0207FE16","0x7FCF6","0x0207FE8A","116","FUN_0207FE16","mechanical","","37","1","1","0x0206B582","0x0203B3CE","","","0"
"0x0207FE8A","0x7FD6A","0x0207FEE8","94","FUN_0207FE8A","mechanical","","25","1","3","0x0206B582","0x0202E8FC|0x0203E9C6|0x0207B30C","","","0"
"0x0207FEE8","0x7FDC8","0x0207FF28","64","FUN_0207FEE8","mechanical","","21","1","2","0x020811B6","0x0203EB6E|0x0207ABA8","","","0"
"0x0207FF28","0x7FE08","0x0208000E","230","FUN_0207FF28","mechanical","","79","7","1","0x0206B79C|0x0207284E|0x02073D9E|0x02078BCE|0x02078BEE|0x020791A0|0x02079220","0x0204E482","","","0"
"0x0208000E","0x7FEEE","0x02080032","36","FUN_0208000E","mechanical","","11","4","0","0x020728D6|0x02076B2C|0x0207866C|0x0207B7C2","","","","0"
"0x02080032","0x7FF12","0x0208006C","58","FUN_02080032","mechanical","","23","1","0","0x0208006C","","","","0"
"0x0208006C","0x7FF4C","0x02080102","150","FUN_0208006C","mechanical","","50","1","1","0x02080102","0x02080032","","","0"
"0x02080102","0x7FFE2","0x020801BA","184","FUN_02080102","mechanical","","64","1","1","0x020830C6","0x0208006C","","","0"
"0x020801BA","0x8009A","0x02080250","150","FUN_020801BA","mechanical","","47","7","2","0x0200547C|0x0202ECA8|0x0206B582|0x02073D9E|0x0207DC34|0x0207FC10|0x020822D6","0x02004F2C|0x02068084","","","0"
"0x02080250","0x80130","0x0208028E","62","FUN_02080250","mechanical","","22","11","2","0x02072BF2|0x02072C7A|0x02072D0A|0x0207856A|0x0207B7C2|0x0207BF18|0x0207C580|0x0207CDA4|0x0207DC34|0x0207F3B2|0x0208028E","0x02005294|0x020052EA","","","0"
"0x0208028E","0x8016E","0x0208033A","172","FUN_0208028E","mechanical","","53","7","7","0x0207AD92|0x0207B12E|0x0207C580|0x0207CDA4|0x0207DC34|0x0207F3B2|0x020823AA","0x020003B2|0x02005294|0x020052D8|0x020052EA|0x020659F4|0x020676C8|0x02080250","","","0"
"0x0208033A","0x8021A","0x0208034C","18","FUN_0208033A","mechanical","","7","3","0","0x0207AD92|0x0207DC34|0x0207F3B2","","","","0"
"0x0208034C","0x8022C","0x0208041C","208","FUN_0208034C","mechanical","","68","1","3","0x020823AA","0x020003B2|0x020052EA|0x020659F4","","","0"
"0x0208041C","0x802FC","0x0208048C","112","FUN_0208041C","mechanical","","38","4","3","0x0207B7C2|0x0207DC34|0x0207F3B2|0x0207FC10","0x020003B2|0x02004F2C|0x020659F4","","","0"
"0x0208048C","0x8036C","0x020804F4","104","FUN_0208048C","mechanical","","37","3","0","0x0207B7C2|0x0207DC34|0x0207F3B2","","","","0"
"0x020804F4","0x803D4","0x0208050E","26","FUN_020804F4","mechanical","","8","6","2","0x0207C09C|0x0207C106|0x0207C180|0x0207C580|0x0207CDA4|0x0207DC34","0x02005294|0x020052EA","","","0"
"0x0208050E","0x803EE","0x02080528","26","FUN_0208050E","mechanical","","8","10","2","0x02073798|0x02073D9E|0x020756D4|0x020761E8|0x02076E64|0x0207809A|0x02079DE6|0x0207A042|0x0207A0FC|0x0207DC34","0x02005294|0x020052EA","","","0"
"0x02080528","0x80408","0x02080532","10","FUN_02080528","mechanical","","3","1","1","0x02073D9E","0x0206B430","","","0"
"0x02080532","0x80412","0x02080546","20","FUN_02080532","mechanical","","5","2","1","0x0207CDA4|0x02080546","0x0203CC46","","","0"
"0x02080546","0x80426","0x02080576","48","FUN_02080546","mechanical","","17","8","3","0x0207387C|0x02073D9E|0x0207609A|0x02076C52|0x02076E64|0x02079DE6|0x0207A042|0x0207A0FC","0x02004F2C|0x0204ECF6|0x02080532","","","0"
"0x02080576","0x80456","0x020805AC","54","FUN_02080576","mechanical","","17","6","3","0x0207C940|0x0207CA8E|0x0207D166|0x0207D36E|0x0207D478|0x0207FC10","0x02004F2C|0x0203CC46|0x0204ECF6","","","0"
"0x020805AC","0x8048C","0x0208061E","114","FUN_020805AC","mechanical","","38","1","0","0x02077E9E","","","","0"
"0x0208061E","0x804FE","0x02080640","34","FUN_0208061E","mechanical","","9","1","2","0x0207CD98","0x020003B2|0x020659F4","","","0"
"0x02080640","0x80520","0x02080746","262","FUN_02080640","mechanical","","89","1","0","0x0207F3B2","","","","0"
"0x02080746","0x80626","0x020807B8","114","FUN_02080746","mechanical","","33","1","2","0x0206B528","0x0203E07A|0x020676AA","","","0"
"0x020807B8","0x80698","0x02080980","456","FUN_020807B8","mechanical","","164","3","0","0x02080AD0|0x02080E02|0x020813E4","","","","0"
"0x02080980","0x80860","0x020809C6","70","FUN_02080980","mechanical","","26","2","1","0x020809C6|0x02080FB8","0x0207B56C","","","0"
"0x020809C6","0x808A6","0x02080AD0","266","FUN_020809C6","mechanical","","94","5","7","0x02080AD0|0x02080D12|0x02080E02|0x02081032|0x02081124","0x0202ECF4|0x0202ED0C|0x0202ED1A|0x0207AC02|0x0207AC6E|0x0207B56C|0x02080980","","","0"
"0x02080AD0","0x809B0","0x02080BC2","242","FUN_02080AD0","mechanical","","76","2","4","0x02080BC2|0x02080D7C","0x0202ECF4|0x0207A90A|0x020807B8|0x020809C6","","","0"
"0x02080BC2","0x80AA2","0x02080C42","128","FUN_02080BC2","mechanical","","40","4","1","0x020729FC|0x0207D478|0x0207D7EA|0x020811B6","0x02080AD0","","","0"
"0x02080C42","0x80B22","0x02080CA8","102","FUN_02080C42","mechanical","","33","4","0","0x020729FC|0x02073050|0x02073206|0x0207337A","","","","0"
"0x02080CA8","0x80B88","0x02080D12","106","FUN_02080CA8","mechanical","","37","1","0","0x0202ED32","","","","0"
"0x02080D12","0x80BF2","0x02080D7C","106","FUN_02080D12","mechanical","","37","2","1","0x0202ED40|0x0207F3B2","0x020809C6","","","0"
"0x02080D7C","0x80C5C","0x02080DDC","96","FUN_02080D7C","mechanical","","32","4","1","0x0207C09C|0x0207C106|0x0207C180|0x0207CDA4","0x02080AD0","","","0"
"0x02080DDC","0x80CBC","0x02080E02","38","FUN_02080DDC","mechanical","","13","1","0","0x0207BFAA","","","","0"
"0x02080E02","0x80CE2","0x02080EE6","228","FUN_02080E02","mechanical","","77","2","4","0x02080EE6|0x020810C4","0x0202ED1A|0x0207AC02|0x020807B8|0x020809C6","","","0"
"0x02080EE6","0x80DC6","0x02080FB8","210","FUN_02080EE6","mechanical","","69","1","1","0x0207BFAA","0x02080E02","","","0"
"0x02080FB8","0x80E98","0x02081032","122","FUN_02080FB8","mechanical","","42","2","1","0x02073050|0x0207337A","0x02080980","","","0"
"0x02081032","0x80F12","0x02081092","96","FUN_02081032","mechanical","","32","1","1","0x0203CC10","0x020809C6","","","0"
"0x02081092","0x80F72","0x020810C4","50","FUN_02081092","mechanical","","15","1","0","0x0207337A","","","","0"
"0x020810C4","0x80FA4","0x02081124","96","FUN_020810C4","mechanical","","32","4","1","0x0207D166|0x0207D36E|0x0207D478|0x0207D7EA","0x02080E02","","","0"
"0x02081124","0x81004","0x020811B6","146","FUN_02081124","mechanical","","47","2","2","0x0207F1A2|0x0207F3B2","0x0207B56C|0x020809C6","","","0"
"0x020811B6","0x81096","0x020813E4","558","FUN_020811B6","mechanical","","173","1","8","0x0206B582","0x0202ED0C|0x0207A90A|0x0207AC02|0x0207AC6E|0x0207C1DC|0x0207F7A4|0x0207FEE8|0x02080BC2","","","0"
"0x020813E4","0x812C4","0x02081774","912","FUN_020813E4","mechanical","","382","2","1","0x02079220|0x020793C2","0x020807B8","","","0"
"0x02081774","0x81654","0x02081782","14","FUN_02081774","mechanical","","6","12","0","0x02000976|0x02000B22|0x0203F256|0x0203F2E8|0x0203F31A|0x0203F53E|0x02084432|0x02084BCE|0x0208C4BA|0x0208C6B4|0x0208CD46|0x0208D372","","","","0"
"0x02081782","0x81662","0x0208179E","28","FUN_02081782","mechanical","","13","11","0","0x0203F3C2|0x0203F4DC|0x0203F53E|0x020817BE|0x020828F0|0x02083CC8|0x02084AAC|0x02084BCE|0x0208B37E|0x0208BAB6|0x0208D518","","","","0"
"0x0208179E","0x8167E","0x020817BE","32","FUN_0208179E","mechanical","","14","11","0","0x0203F3C2|0x0203F4DC|0x0203F53E|0x020817BE|0x020828F0|0x02083CC8|0x02084AAC|0x02084BCE|0x0208B37E|0x0208BAB6|0x0208D518","","","","0"
"0x020817BE","0x8169E","0x020817EC","46","FUN_020817BE","mechanical","","19","11","2","0x020824FA|0x020825F4|0x02084432|0x02084B48|0x02084BCE|0x0208A2D6|0x0208A43E|0x0208A468|0x0208A7A0|0x0208AF7C|0x0208D1C0","0x02081782|0x0208179E","","","0"
"0x020817EC","0x816CC","0x02081822","54","FUN_020817EC","mechanical","","21","2","0","0x02000D68|0x02081908","","","","0"
"0x02081822","0x81702","0x0208184E","44","FUN_02081822","mechanical","","16","4","0","0x0208184E|0x02081908|0x0208A140|0x0208A7A0","","","","0"
"0x0208184E","0x8172E","0x02081908","186","FUN_0208184E","mechanical","","64","2","1","0x02081908|0x02081BCA","0x02081822","","","0"
"0x02081908","0x817E8","0x02081A6C","356","FUN_02081908","mechanical","","120","1","4","0x02081BCA","0x020007CE|0x020817EC|0x02081822|0x0208184E","","","0"
"0x02081A6C","0x8194C","0x02081A90","36","FUN_02081A6C","mechanical","","14","2","0","0x02081BCA|0x0208A7A0","","","","0"
"0x02081A90","0x81970","0x02081B96","262","FUN_02081A90","mechanical","","86","1","4","0x02081BCA","0x020003B2|0x020008C8|0x0204ECF6|0x020659F4","","","0"
"0x02081B96","0x81A76","0x02081BAA","20","FUN_02081B96","mechanical","","6","5","1","0x02081BCA|0x02082D94|0x020847E4|0x02087940|0x020893E0","0x020665D4","0x02062614","","0"
