"address","offset","partition_end","partition_size","name","confidence","tags","instructions","caller_count","callee_count","callers","callees","string_refs","indirect_string_refs","component"
"0x020926E8","0x925C8","0x02092702","26","FUN_020926E8","mechanical","","9","6","0","0x0209272A|0x0209276E|0x020927D4|0x02093876|0x02095674|0x02096160","","","","19"
"0x02092702","0x925E2","0x0209272A","40","FUN_02092702","mechanical","","13","7","0","0x0209272A|0x0209276E|0x020927D4|0x02093844|0x02093876|0x02095674|0x02096160","","","","19"
"0x0209272A","0x9260A","0x0209276E","68","FUN_0209272A","mechanical","","24","4","3","0x020927AC|0x0209565A|0x0209589E|0x020962F8","0x020926C0|0x020926E8|0x02092702","","","19"
"0x0209276E","0x9264E","0x020927AC","62","FUN_0209276E","mechanical","","21","4","3","0x020927AC|0x0209589E|0x0209620C|0x020962F8","0x020926C0|0x020926E8|0x02092702","","","19"
"0x020927AC","0x9268C","0x020927D4","40","FUN_020927AC","mechanical","","16","2","2","0x020939D0|0x020962F8","0x0209272A|0x0209276E","","","19"
"0x020927D4","0x926B4","0x0209281E","74","FUN_020927D4","mechanical","","22","3","3","0x0209589E|0x0209628C|0x020962F8","0x020926C0|0x020926E8|0x02092702","","","19"
"0x0209281E","0x926FE","0x0209375C","3902","FUN_0209281E","mechanical","","1133","1","0","0x0209375C","","","","20"
"0x0209375C","0x9363C","0x02093844","232","FUN_0209375C","mechanical","","72","1","2","0x0209375C","0x0209281E|0x0209375C","","","20"
"0x02093844","0x93724","0x02093876","50","FUN_02093844","mechanical","","17","2","2","0x02095674|0x020962F8","0x020926C0|0x02092702","","","19"
"0x02093876","0x93756","0x020938C0","74","FUN_02093876","mechanical","","22","3","3","0x0209589E|0x0209628C|0x020962F8","0x020926C0|0x020926E8|0x02092702","","","19"
"0x020938C0","0x937A0","0x020938E4","36","FUN_020938C0","mechanical","","12","1","0","0x020938E4","","","","19"
"0x020938E4","0x937C4","0x020939B8","212","FUN_020938E4","mechanical","","76","1","1","0x02091720","0x020938C0","","","19"
"0x020939B8","0x93898","0x020939D0","24","FUN_020939B8","mechanical","","6","1","0","0x020939D0","","","","19"
"0x020939D0","0x938B0","0x02093AA2","210","FUN_020939D0","mechanical","ota|usb","70","1","2","0x02091B22","0x020927AC|0x020939B8","0x02062566","","19"
"0x02093AA2","0x93982","0x02093CF0","590","FUN_02093AA2","mechanical","","172","1","1","0x02093AA2","0x02093AA2","","","21"
"0x02093CF0","0x93BD0","0x02094872","2946","FUN_02093CF0","mechanical","","931","1","1","0x02093CF0","0x02093CF0","","","22"
"0x02094872","0x94752","0x02094C88","1046","FUN_02094872","mechanical","","358","1","0","0x0209B382","","","","23"
"0x02094C88","0x94B68","0x0209565A","2514","FUN_02094C88","mechanical","","842","1","1","0x02094C88","0x02094C88","","","24"
"0x0209565A","0x9553A","0x02095674","26","FUN_0209565A","mechanical","","11","1","1","0x020962F8","0x0209272A","","","19"
"0x02095674","0x95554","0x02095880","524","FUN_02095674","mechanical","","174","1","4","0x020962F8","0x020926C0|0x020926E8|0x02092702|0x02093844","","","19"
"0x02095880","0x95760","0x0209589E","30","FUN_02095880","mechanical","","9","2","0","0x0209589E|0x020962F8","","","","19"
"0x0209589E","0x9577E","0x02095BDE","832","FUN_0209589E","mechanical","","297","2","6","0x0209589E|0x020962F8","0x0209272A|0x0209276E|0x020927D4|0x02093876|0x02095880|0x0209589E","","","19"
"0x02095BDE","0x95ABE","0x02095CF6","280","FUN_02095BDE","mechanical","","93","1","1","0x02095BDE","0x02095BDE","","","25"
"0x02095CF6","0x95BD6","0x02095D54","94","FUN_02095CF6","mechanical","","30","1","0","0x02095EA0","","","","23"
"0x02095D54","0x95C34","0x02095E00","172","FUN_02095D54","mechanical","","53","1","0","0x02095EA0","","","","23"
"0x02095E00","0x95CE0","0x02095EA0","160","FUN_02095E00","mechanical","","55","1","0","0x02095EA0","","","","23"
"0x02095EA0","0x95D80","0x02096160","704","FUN_02095EA0","mechanical","","229","1","5","0x02095EA0","0x02095CF6|0x02095D54|0x02095E00|0x02095EA0|0x0209B382","","","23"
"0x02096160","0x96040","0x0209620C","172","FUN_02096160","mechanical","","52","1","3","0x0209620C","0x020926C0|0x020926E8|0x02092702","","","19"
"0x0209620C","0x960EC","0x02096238","44","FUN_0209620C","mechanical","","18","1","2","0x020962F8","0x0209276E|0x02096160","","","19"
