"address","offset","partition_end","partition_size","name","confidence","tags","instructions","caller_count","callee_count","callers","callees","string_refs","indirect_string_refs","component"
"0x0207B2B2","0x7B192","0x0207B2CC","26","FUN_0207B2B2","mechanical","","8","7","0","0x0207B43A|0x0207B5C6|0x0207C7DA|0x0207CA8E|0x0207D166|0x0207D6EC|0x0207DC34","","","","0"
"0x0207B2CC","0x7B1AC","0x0207B30C","64","FUN_0207B2CC","mechanical","","22","3","0","0x0207B30C|0x0207C580|0x0207F1F0","","","","0"
"0x0207B30C","0x7B1EC","0x0207B416","266","FUN_0207B30C","mechanical","","90","6","1","0x0207B416|0x0207B7C2|0x0207C28E|0x0207C42E|0x0207F7A4|0x0207FE8A","0x0207B2CC","","","0"
"0x0207B416","0x7B2F6","0x0207B43A","36","FUN_0207B416","mechanical","","10","3","1","0x0207B43A|0x0207C7DA|0x0207DC34","0x0207B30C","","","0"
"0x0207B43A","0x7B31A","0x0207B54E","276","FUN_0207B43A","mechanical","","91","2","2","0x0207B7C2|0x0207DC34","0x0207B2B2|0x0207B416","","","0"
"0x0207B54E","0x7B42E","0x0207B56C","30","FUN_0207B54E","mechanical","","12","5","1","0x0207B7C2|0x0207C7DA|0x0207CA8E|0x0207D79E|0x0207DC34","0x0207B28A","","","0"
"0x0207B56C","0x7B44C","0x0207B594","40","FUN_0207B56C","mechanical","","13","4","1","0x0207F1F0|0x02080980|0x020809C6|0x02081124","0x0207ABA8","","","0"
"0x0207B594","0x7B474","0x0207B5B8","36","FUN_0207B594","mechanical","","11","4","0","0x0207B5C6|0x0207C05A|0x0207DC34|0x0207F1F0","","","","0"
"0x0207B5B8","0x7B498","0x0207B5C6","14","FUN_0207B5B8","mechanical","","4","2","0","0x02073D9E|0x0207B5C6","","","","0"
"0x0207B5C6","0x7B4A6","0x0207B758","402","FUN_0207B5C6","mechanical","","137","5","3","0x020729FC|0x02073050|0x02073146|0x02073206|0x0207337A","0x0207B2B2|0x0207B594|0x0207B5B8","","","0"
"0x0207B758","0x7B638","0x0207B7C2","106","FUN_0207B758","mechanical","","39","6","2","0x02073D9E|0x0207B7C2|0x0207C7DA|0x0207CA8E|0x0207D7EA|0x0207F7A4","0x02069D46|0x02069D50","","","0"
"0x0207B7C2","0x7B6A2","0x0207BF18","1878","FUN_0207B7C2","mechanical","","630","3","20","0x0207BF18|0x0207C390|0x0207DC34","0x0204E4BA|0x0204ECF6|0x0206B23E|0x020729DC|0x02072B06|0x02072B5E|0x02072B8E|0x02072BC8|0x0207ABA8|0x0207AC84|0x0207AD92|0x0207B28A|0x0207B30C|0x0207B43A|0x0207B54E|0x0207B758|0x0208000E|0x02080250|0x0208041C|0x0208048C","","","0"
"0x0207BF18","0x7BDF8","0x0207BFAA","146","FUN_0207BF18","mechanical","","48","4","2","0x02072BF2|0x02072D0A|0x02077D60|0x02077E9E","0x0207B7C2|0x02080250","","","0"
"0x0207BFAA","0x7BE8A","0x0207C05A","176","FUN_0207BFAA","mechanical","","57","7","2","0x02073050|0x0207C09C|0x0207C106|0x0207C180|0x0207CDA4|0x0207D166|0x0207D36E","0x02080DDC|0x02080EE6","","","0"
"0x0207C05A","0x7BF3A","0x0207C09C","66","FUN_0207C05A","mechanical","","20","7","2","0x0207C09C|0x0207C106|0x0207C180|0x0207CDA4|0x0207D166|0x0207D36E|0x0207D478","0x0207A93A|0x0207B594","","","0"
"0x0207C09C","0x7BF7C","0x0207C0EC","80","FUN_0207C09C","mechanical","","25","2","4","0x0207C0EC|0x0207D7EA","0x0207BFAA|0x0207C05A|0x020804F4|0x02080D7C","","","0"
"0x0207C0EC","0x7BFCC","0x0207C0F2","6","FUN_0207C0EC","mechanical","","3","2","1","0x02072F9E|0x02078BEE","0x0207C09C","","","0"
"0x0207C0F2","0x7BFD2","0x0207C106","20","FUN_0207C0F2","mechanical","","5","2","0","0x0207C106|0x0207DC34","","","","0"
"0x0207C106","0x7BFE6","0x0207C176","112","FUN_0207C106","mechanical","","38","2","5","0x0207C176|0x0207D7EA","0x0207BFAA|0x0207C05A|0x0207C0F2|0x020804F4|0x02080D7C","","","0"
"0x0207C176","0x7C056","0x0207C180","10","FUN_0207C176","mechanical","","5","3","1","0x02072F9E|0x020784B0|0x02078B08","0x0207C106","","","0"
"0x0207C180","0x7C060","0x0207C1D6","86","FUN_0207C180","mechanical","","27","2","4","0x0207C1D6|0x0207D7EA","0x0207BFAA|0x0207C05A|0x020804F4|0x02080D7C","","","0"
"0x0207C1D6","0x7C0B6","0x0207C1DC","6","FUN_0207C1D6","mechanical","","3","2","1","0x02072F9E|0x02078BEE","0x0207C180","","","0"
"0x0207C1DC","0x7C0BC","0x0207C1E4","8","FUN_0207C1DC","mechanical","","3","7","1","0x02073050|0x02073A56|0x020754CC|0x02075A4C|0x02075CAC|0x02077954|0x020811B6","0x0207ABA8","","","0"
