"address","offset","partition_end","partition_size","name","confidence","tags","instructions","caller_count","callee_count","callers","callees","string_refs","indirect_string_refs","component"
"0x02000120","0x0","0x020001E4","196","reset_entry","verified","boot","49","0","5","","0x020001E6|0x020003C2|0x02007820|0x0204E4BA|0x0206594C","","","0"
"0x020001E4","0xC4","0x020001E6","2","FUN_020001E4","mechanical","","1","1","0","0x020001E6","","","","0"
"0x020001E6","0xC6","0x02000218","50","FUN_020001E6","mechanical","","17","1","1","0x02000120","0x020001E4","","","0"
"0x02000218","0xF8","0x020003B2","410","FUN_02000218","mechanical","","131","1","1","0x02000218","0x02000218","","","1"
"0x020003B2","0x292","0x020003C2","16","FUN_020003B2","mechanical","","6","150","0","0x02002D4A|0x02005294|0x020052EA|0x0200547C|0x02005BD4|0x0200698A|0x0200787A|0x02008C5E|0x020092B4|0x020094BC|0x0202ECA8|0x0202F72A|0x020301AA|0x020310A0|0x02031668|0x02032F96|0x0203346A|0x02034852|0x02035CA2|0x02036428|0x02036CD0|0x0203899C|0x02038C8A|0x02039F62|0x0203A2A0|0x0203B180|0x0203B906|0x0203E0E2|0x0203E188|0x0203E41E|0x0203E8E0|0x0203E90C|0x0203EB1C|0x020405E6|0x02040650|0x02040AFA|0x02041344|0x02041A00|0x020426D6|0x02042B28|0x02042FCC|0x020430B8|0x020431AA|0x0204330A|0x02043CC4|0x02046824|0x02046E60|0x0204786E|0x0204861C|0x02049188|0x0204957C|0x02049B18|0x0204A7B8|0x0204B06C|0x0204B85A|0x0204BE64|0x020659B8|0x020660FA|0x02067D80|0x02067F1E|0x0206B0FA|0x0206B15E|0x0206B318|0x0206B3EC|0x0206B582|0x0206B80C|0x0206B960|0x0206BA94|0x0206BF86|0x0206C970|0x0206C9B4|0x0206CD44|0x0206CE24|0x0206DCBE|0x0206DD3E|0x0206E3D4|0x0206E98A|0x0206EDB8|0x0206EF14|0x0206EF72|0x0206F0A2|0x0206F148|0x0206F19A|0x0206F222|0x0206F2AA|0x0206F2E8|0x0206F34E|0x0206F3D8|0x0206F5FC|0x0206F9E6|0x0206FA26|0x0206FCA0|0x0206FD70|0x0206FE18|0x0206FFF6|0x02070710|0x02070828|0x0207090E|0x020709E0|0x02070BB8|0x02070C92|0x02071536|0x02071804|0x02071CBE|0x02071DCE|0x02073206|0x0207355A|0x020735B2|0x020735FE|0x0207387C|0x02073C1A|0x02073CE4|0x02073D9E|0x0207609A|0x020761E8|0x02076B2C|0x02076C52|0x02076E64|0x0207866C|0x02078F64|0x02079DE6|0x0207A042|0x0207A0FC|0x0207A974|0x0207AC02|0x0207AD38|0x0207AD92|0x0207C42E|0x0207C940|0x0207CA60|0x0207CA8E|0x0207D166|0x0207D7EA|0x0207F1F0|0x0207F3B2|0x0207F7A4|0x0207FC10|0x0208028E|0x0208034C|0x0208041C|0x0208061E|0x02081A90|0x020823AA|0x02082420|0x020836E6|0x02085812|0x02089652|0x0208AD84|0x0208B0F6|0x0208D942","","","","0"
"0x020003C2","0x2A2","0x020005EE","556","FUN_020003C2","mechanical","","185","1","1","0x02000120","0x020659F4","","","0"
"0x020005EE","0x4CE","0x02000602","20","FUN_020005EE","mechanical","","6","1","0","0x0204BE64","","","","0"
"0x02000602","0x4E2","0x0200065A","88","FUN_02000602","mechanical","","27","1","0","0x0204BE64","","","","0"
"0x0200065A","0x53A","0x020007CE","372","FUN_0200065A","mechanical","","122","2","1","0x0200065A|0x0200698A","0x0200065A","","","0"
"0x020007CE","0x6AE","0x020008C8","250","FUN_020007CE","mechanical","","90","3","1","0x0203B862|0x02081908|0x02081BCA","0x0204E4BA","","","0"
"0x020008C8","0x7A8","0x020008E2","26","FUN_020008C8","mechanical","","12","4","0","0x020044D0|0x02040AFA|0x02081A90|0x020836E6","","","","0"
"0x020008E2","0x7C2","0x0200095A","120","FUN_020008E2","mechanical","","44","2","0","0x020412F8|0x02081BCA","","","","0"
"0x0200095A","0x83A","0x02000968","14","FUN_0200095A","mechanical","","4","7","0","0x0200BA36|0x0201077E|0x0202A466|0x020398AA|0x0203B906|0x02049906|0x02065E0E","","","","0"
"0x02000968","0x848","0x02000976","14","FUN_02000968","mechanical","","5","2","0","0x02000976|0x02002D4A","","","","0"
