"address","offset","partition_end","partition_size","name","confidence","tags","instructions","caller_count","callee_count","callers","callees","string_refs","indirect_string_refs","component"
"0x0203CCC4","0x3CBA4","0x0203CCD2","14","FUN_0203CCC4","mechanical","","6","9","0","0x0206B582|0x0206C3B2|0x0206CEF0|0x0206F3D8|0x02071804|0x02071DCE|0x020720C6|0x02072304|0x02073D9E","","","","0"
"0x0203CCD2","0x3CBB2","0x0203CCEA","24","FUN_0203CCD2","mechanical","","10","2","0","0x0203E7E6|0x02073CE4","","","","0"
"0x0203CCEA","0x3CBCA","0x0203CCF0","6","FUN_0203CCEA","mechanical","","3","2","0","0x0207C580|0x0207CDA4","","","","0"
"0x0203CCF0","0x3CBD0","0x0203CDAA","186","FUN_0203CCF0","mechanical","","59","2","3","0x02070BB8|0x02077E9E","0x02003378|0x020676C8|0x02069818","","","0"
"0x0203CDAA","0x3CC8A","0x0203CDBC","18","FUN_0203CDAA","mechanical","","7","6","0","0x0206E3A8|0x0206F5FC|0x02070188|0x02071804|0x020720C6|0x0207D9C2","","","","0"
"0x0203CDBC","0x3CC9C","0x0203CDC8","12","FUN_0203CDBC","mechanical","","5","1","0","0x0207DC34","","","","0"
"0x0203CDC8","0x3CCA8","0x0203CDF6","46","FUN_0203CDC8","mechanical","","12","1","2","0x02069E76","0x02090AFA|0x02090B4E","","","0"
"0x0203CDF6","0x3CCD6","0x0203CE5A","100","FUN_0203CDF6","mechanical","","20","2","1","0x0203D232|0x02069E76","0x02090AFA","","","0"
"0x0203CE5A","0x3CD3A","0x0203D14E","756","FUN_0203CE5A","mechanical","","228","1","1","0x02069E76","0x02090B72","","","0"
"0x0203D14E","0x3D02E","0x0203D20E","192","FUN_0203D14E","mechanical","","58","1","1","0x0203D232","0x02090B8A","","","0"
"0x0203D20E","0x3D0EE","0x0203D232","36","FUN_0203D20E","mechanical","","12","1","1","0x0203D232","0x02090B30","","","0"
"0x0203D232","0x3D112","0x0203DD94","2914","FUN_0203D232","mechanical","","915","1","9","0x02069E76","0x0203CDF6|0x0203D14E|0x0203D20E|0x02090AFA|0x02090B30|0x02090B4E|0x02090B72|0x02090B8A|0x02090BA2","","","0"
"0x0203DD94","0x3DC74","0x0203DDAC","24","FUN_0203DD94","mechanical","","10","1","1","0x02069E76","0x020038AC","","","0"
"0x0203DDAC","0x3DC8C","0x0203DDD0","36","FUN_0203DDAC","mechanical","","11","1","2","0x0203DDD0","0x02090B72|0x02090DC4","","","0"
"0x0203DDD0","0x3DCB0","0x0203DF6A","410","FUN_0203DDD0","mechanical","","119","1","3","0x02069E76","0x0203DDAC|0x02090B72|0x02090DC4","","","0"
"0x0203DF6A","0x3DE4A","0x0203E04A","224","FUN_0203DF6A","mechanical","","67","1","2","0x02069E76","0x020038AC|0x02090B72","0x0205C0F4","","0"
"0x0203E04A","0x3DF2A","0x0203E05E","20","FUN_0203E04A","mechanical","","6","1","0","0x0203E05E","","","","0"
"0x0203E05E","0x3DF3E","0x0203E07A","28","FUN_0203E05E","mechanical","","13","1","1","0x02069E76","0x0203E04A","","","0"
"0x0203E07A","0x3DF5A","0x0203E0E2","104","FUN_0203E07A_audio_dev_anchor_callee","verified-location","audio","36","2","1","0x0204330A|0x02080746","0x020052DE","","","0"
"0x0203E0E2","0x3DFC2","0x0203E17C","154","FUN_0203E0E2","mechanical","","52","2","5","0x0206CE24|0x0207FA32","0x020003B2|0x0202A32E|0x0203CAD4|0x02063530|0x020659F4","","","0"
"0x0203E17C","0x3E05C","0x0203E188","12","FUN_0203E17C","mechanical","","5","3","0","0x0203E188|0x0203E508|0x0203E7FA","","","","0"
